GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0547545	0.0161413	2.23502	integrase/recombinase XerD
cds385	0.0504919	0.00699753	1.14671	hypothetical protein
cds608	0.0311278	0.000518137	3.10499	hypothetical protein
cds905	0.0262326	0.00503059	2.09487	amino acid permease
cds1165	0.0248269	0.00262189	2.57073	thiamine pyrophosphokinase
cds802	0.0228935	0.00337764	2.15374	membrane protein
cds629	0.0223401	0.00252857	2.92637	membrane protein
cds205	0.0217493	0.00236838	1.35019	membrane protein
cds470	0.0164612	0.00267151	1.35201	cag pathogenicity island protein cag7
cds21	0.0141544	0.0027054	1.73783	membrane protein
cds190	0.0131247	0.00139262	2.95883	beta-lactamase HcpA
cds1216	0.0131025	0.000801442	1.39403	membrane protein
cds1274	0.0127378	0	3.7732	type I restriction-modification system specificity protein
cds291	0.0122858	4.47905e-05	3.88295	hypothetical protein
cds1316	0.0106842	0.00315939	1.57831	membrane protein
cds437	0.00835803	0.00170581	1.8491	hypothetical protein
cds1000	0.00785241	0.00207635	1.47453	hypothetical protein
cds1118	0.00724688	0.000550268	1.58038	membrane protein
cds887	0.00679078	0.00101373	1.82836	hypothetical protein
cds106	0.00675872	2.6628e-07	1.09019	hypothetical protein
cds1067	0.00639297	3.28889e-06	1.33679	hypothetical protein
cds1130	0.00528387	0.000218737	1.95875	preprotein translocase subunit SecG
cds607	0.0043264	0.000382966	1.91124	membrane protein
cds310	0.00429897	0	2.88235	hypothetical protein
cds1163	0.00397348	0.000411247	1.73663	membrane protein
cds6	0.00386118	0.000610497	1.44514	membrane protein
cds770	0.00339399	0.00036546	1.56415	plasminogen-binding protein PgbB
cds990	0.0032246	0.000242824	2.4483	LPS biosynthesis protein
cds801	0.00235235	0	1.89153	hypothetical protein
cds942	0.00203289	0.000180057	1.69708	membrane protein
cds667	0.00154846	0	1.91153	hypothetical protein
cds634	0.00131852	4.79974e-05	1.53425	DNA polymerase III subunits gamma and tau
cds924	0.00130856	5.58436e-05	1.99008	3-dehydroquinate dehydratase
cds1321	0.00112597	0	2.26667	thioredoxin
cds699	0.00112359	6.63234e-05	2.23534	type I restriction-modification system specificity protein
cds769	0.00105755	7.58365e-06	1.94643	pantothenate kinase
cds1162	0.000713218	0	1.2406	hypothetical protein
cds507	0.000682757	0	1.71533	diaminopimelate epimerase
cds640	0.000642193	2.63248e-06	1.45979	membrane protein
cds1232	0.000615918	0	1.52881	4-hydroxybenzoate octaprenyltransferase
cds230	0.000529055	2.20391e-05	1.50546	membrane protein
cds934	0.000491975	2.55838e-05	1.39647	translation initiation factor IF-2
cds468	0.000465664	0	1.75932	type IV secretion system ATPase
cds1283	0.000405494	0	1.6392	tRNA dimethylallyltransferase
cds380	0.000397716	0	1.72024	hypothetical protein
cds775	0.00038102	0	2.07359	hypothetical protein
cds1046	0.000355623	0	1.63997	MFS transporter
cds1285	0.00033591	0	1.63557	metal-dependent hydrolase
cds683	0.000308482	0	1.54487	nitronate monooxygenase
cds305	0.000272506	0	1.55287	ketol-acid reductoisomerase
cds1211	0.00024839	0	1.90476	nicotinate-nucleotide adenylyltransferase
cds81	0.000233532	0	1.70983	type II restriction-modification system methyltransferase
cds536	0.000233116	0	1.52003	hypothetical protein
cds588	0.000228298	1.04125e-05	1.36823	outer membrane protein assembly factor BamA
cds137	0.00022242	0	1.53752	membrane protein
cds207	0.000215074	0	1.49656	membrane protein
cds488	0.000201907	0	2.15517	cag pathogenicity island protein cag25
cds875	0.000191932	0	1.4474	peptidylprolyl isomerase
cds86	0.000188959	0	1.53698	methyl-accepting chemotaxis protein TlpA
cds1320	0.000182044	0	1.79937	lipoprotein
cds420	0.000170691	0	2.10634	hypothetical protein
cds853	0.000163606	0	1.87204	oxygen-insensitive NAD(P)H nitroreductase
cds761	0.000159261	0	1.36382	guanosine 5'-monophosphate oxidoreductase
cds604	0.000152775	0	2.0355	methylated-DNA--protein-cysteine methyltransferase
