GeneId	Ks	P2	ReadDepth	GeneProduct
cds385	0.0867313	0.0211611	2.04099	hypothetical protein
cds651	0.0493752	0.00653553	2.54981	D-alanine--D-alanine ligase
cds1022	0.0491219	0.00600536	3.2142	ParB/RepB/Spo0J family partition protein
cds840	0.0469353	0.00532991	2.69489	alanine racemase
cds1163	0.0468577	0.008765	5.62551	membrane protein
cds1021	0.0439373	0.00632207	3.83678	ATP synthase subunit B'
cds655	0.0439362	0.00380219	3.03239	ribose-phosphate pyrophosphokinase
cds1023	0.0427962	0.00392093	2.98994	chromosome partitioning ATPase
cds839	0.0417422	0.00310714	2.79118	amino acid ABC transporter substrate-binding protein
cds1158	0.0411113	0.00570491	3.84438	heptosyltransferase
cds888	0.040791	0.0123342	4.38764	integrase/recombinase XerD
cds145	0.0391393	0.00306091	2.80965	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds841	0.0371399	0.00410684	2.66297	D-alanine/glycine permease
cds1132	0.0370295	0.00231547	3.20957	orotate phosphoribosyltransferase
cds1131	0.0368981	0.00229027	3.28853	ribosome recycling factor
cds547	0.0352245	0.00537812	2.95177	membrane protein
cds1018	0.0350808	0.00390682	2.67196	ATP synthase subunit alpha
cds263	0.0322501	0.00394835	3.33333	hypothetical protein
cds1017	0.03215	0.00421872	2.92274	ATP synthase subunit gamma
cds1130	0.0315502	0.0021975	3.04785	preprotein translocase subunit SecG
cds892	0.0293553	0.00252889	3.1583	chromosome partitioning ATPase
cds1019	0.0285402	0.00216482	3.34622	ATP synthase subunit delta
cds264	0.0274928	0.00186495	2.90295	membrane protein
cds652	0.0273354	0.00193194	3.17355	phosphatidylglycerophosphatase
cds653	0.0271293	0.00200758	2.62618	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
cds654	0.0269195	0.0024484	3.61111	HIT family hydrolase
cds1020	0.0267508	0.00231829	3.56395	ATP synthase subunit B
cds905	0.0251831	0.00599432	3.40769	amino acid permease
cds265	0.0249947	0.00213687	2.35833	toxin-like outer membrane protein
cds157	0.024084	0.00354473	2.59846	hypothetical protein
cds1025	0.0239798	0.00163034	2.72039	methionyl-tRNA formyltransferase
cds1222	0.023602	0.00239478	2.82573	1-acylglycerol-3-phosphate O-acyltransferase
cds1027	0.0229094	0.00167974	2.71275	hypothetical protein
cds304	0.0226049	0.00156726	2.80077	NAD synthetase
cds656	0.0222878	0.00186454	2.79319	rod shape-determining protein RodA
cds1067	0.0220437	0.000522114	2.82988	hypothetical protein
cds553	0.0211246	0.00232717	3.03291	chemotaxis protein CheV
cds294	0.0210432	0.00224738	2.71341	arginine--tRNA ligase
cds894	0.0207616	0.00125635	2.93333	hypothetical protein
cds838	0.0195947	0.00123774	2.98039	amino acid ABC transporter permease
cds1016	0.0195433	0.00148144	2.79504	ATP synthase subunit beta
cds295	0.0192641	0.00184055	4.34167	preprotein translocase subunit TatA
cds144	0.0192316	0.0028767	3.1139	membrane protein
cds148	0.0190873	0.00184232	2.88786	delta-aminolevulinic acid dehydratase
cds262	0.0189986	0.00161761	2.61162	ATP-dependent zinc metalloprotease FtsH
cds146	0.0188961	0.00178065	2.78393	beta-lactamase HcpD
cds130	0.018836	0.0027113	2.76483	cbb3-type cytochrome c oxidase subunit I
cds1390	0.0186565	0.00176155	3.65661	thymidylate synthase
cds28	0.0180139	0.0022019	4.30072	ATP-dependent Clp protease adapter protein
cds1062	0.0174899	0.00115041	3.10761	tRNA 2-thiocytidine biosynthesis protein TtcA
cds344	0.0174812	0.00251808	2.93192	fucosyltransferase
cds156	0.0173534	0.0016761	2.8776	flagellar biosynthesis protein FliR
cds552	0.0169469	0.00191017	2.51192	NAD-dependent DNA ligase LigA
cds1042	0.0169167	0.00177441	3.49293	flavodoxin FldA
cds1060	0.0162919	0.00152665	2.65076	pyrimidine nucleoside transport protein NupC
cds139	0.0162181	0.00160518	3.21743	recombinase RecA
cds820	0.0160812	0.00226708	3.01157	hypothetical protein
cds1280	0.0155597	0.00152433	2.80043	hypothetical protein
cds933	0.015503	0.00102283	4.19345	ribosome-binding factor A
cds1047	0.0145458	0.00157622	2.69536	glucose-6-phosphate isomerase
cds1348	0.0143808	0.000936934	3.55497	hypothetical protein
cds986	0.0143563	0.00169068	2.48122	6-phosphogluconolactonase
cds1232	0.014303	0.00153341	2.77514	4-hydroxybenzoate octaprenyltransferase
cds1133	0.014027	0.000206782	3.54839	hypothetical protein
cds149	0.0139808	0.00064521	3.37021	response regulator OmpR
cds147	0.0139721	0.000745262	3.0899	transcriptional regulator
cds649	0.0138953	0.000968322	2.78739	serine-pyruvate aminotransferase
cds771	0.0136881	0.00116712	3.07763	hypothetical protein
cds141	0.0129399	0.00149681	4.42754	hypothetical protein
cds1107	0.0126816	0.000743189	3.24049	DNA polymerase III subunit delta'
cds66	0.012666	0.0005379	2.30973	peptide chain release factor 1
cds1345	0.0126533	0.000917499	4.15326	exodeoxyribonuclease VII small subunit
cds1043	0.0125838	0.00132507	3.34634	membrane protein
cds277	0.0124559	0.00132155	2.80671	dipeptide ABC transporter ATP-binding protein DppD
cds764	0.0123735	0.000682652	3.23489	phosphoheptose isomerase
cds285	0.0123034	0.00172704	2.62002	amidohydrolase
cds765	0.0122699	0.000916443	2.63564	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenylyltransferase
cds1190	0.0122673	0.00143374	3.18171	50S ribosomal protein L2
cds1347	0.0121186	0.000896973	3.66667	membrane protein
cds32	0.0121094	0.00161817	2.78308	PDZ domain-containing protein
cds1438	0.0119811	0.00128918	3.05196	pyridoxine 5'-phosphate synthase
cds1344	0.0119168	0.00143719	3.17544	hypothetical protein
cds152	0.0118956	0.000785768	2.68558	protease
cds1059	0.0116684	0.00154046	2.79549	phosphopentomutase
cds309	0.0115559	0.000513722	3.75062	Holliday junction resolvase-like protein
cds1104	0.0114644	0.00105519	3.64744	RNA pyrophosphohydrolase
cds276	0.0114482	0.00119957	2.82634	dipeptide ABC transporter permease DppC
cds646	0.0114369	0.000520207	2.49303	hypothetical protein
cds1336	0.01133	0.000723038	3.55035	amidophosphoribosyltransferase
cds419	0.0113153	0.00155225	2.58266	hypothetical protein
cds608	0.0110763	0.0004509	6.94488	hypothetical protein
cds420	0.0109801	0.000928968	3.59509	hypothetical protein
cds770	0.0106309	0.000866698	2.73235	plasminogen-binding protein PgbB
cds107	0.0104778	0.000558221	1.80535	hypothetical protein
cds1337	0.0103342	0.000355702	3.68403	thymidylate kinase
cds1024	0.0103102	0	2.92958	biotin--protein ligase
cds1343	0.0101332	0.000704321	2.60016	serine--tRNA ligase
cds106	0.00988404	0.000314335	3.42569	hypothetical protein
cds268	0.00978598	0.000631087	2.47423	hypothetical protein
cds934	0.00975853	0.000618768	2.46949	translation initiation factor IF-2
cds62	0.00952803	0.000773499	3.24686	urease subunit alpha
cds690	0.0092275	0.000609376	4.32967	hypothetical protein
cds29	0.00916043	0.00107247	2.56379	ATP-dependent Clp protease ATP-binding subunit ClpA
cds1267	0.00904425	0.000448442	2.75034	membrane protein
cds689	0.00896215	0.00068176	2.51913	aconitate hydratase B
cds1238	0.00883441	0.000814865	2.88286	type IIS restriction-modification system endonuclease
cds155	0.00882988	0.000556342	2.67347	molybdopterin biosynthesis protein MoeA
cds1220	0.00870725	0.000384001	3.27593	glyceraldehyde-3-phosphate dehydrogenase
cds932	0.00867353	0.000397515	3.86848	ribosome maturation factor RimP
cds131	0.00860264	0.000993422	3.22747	cbb3-type cytochrome c oxidase subunit II
cds270	0.00847588	0.000454095	3.11569	acylamide amidohydrolase
cds269	0.00843652	0.000724998	2.36369	aminodeoxychorismate synthase component I
cds257	0.00834991	0.0011361	2.49194	queuine tRNA-ribosyltransferase
cds266	0.00832804	0.000354508	2.65599	diaminopimelate decarboxylase
