GeneId	Ks	P2	ReadDepth	GeneProduct
cds607	0.0725588	0.0132138	4.27613	membrane protein
cds385	0.0504199	0.00709326	1.74326	hypothetical protein
cds437	0.0372869	0.00518512	2.20495	hypothetical protein
cds1280	0.0344702	0.00137155	2.08306	hypothetical protein
cds983	0.0326986	0.00499076	2.86598	beta-lactamase HcpC
cds1057	0.0298342	0.00535165	1.59969	membrane protein
cds584	0.0188191	0.000994652	2.12439	fucosyltransferase
cds1254	0.0166534	0.000889966	4.14286	hypothetical protein
cds1442	0.0156958	0.000854419	3.1811	hypothetical protein
cds608	0.0144867	0	4.0105	hypothetical protein
cds16	0.0110061	0.00058327	2.35611	chemotaxis protein CheV
cds1000	0.0103892	0.00139979	1.90975	hypothetical protein
cds1158	0.00992918	0.000877593	2.41883	heptosyltransferase
cds1336	0.00736346	0.000532301	2.53125	amidophosphoribosyltransferase
cds1162	0.0070491	0.00066302	3.00752	hypothetical protein
cds878	0.00594221	0.000440644	3.57096	hypothetical protein
cds310	0.00477969	0	3.35621	hypothetical protein
cds201	0.00428917	0	3.44144	hypothetical protein
cds802	0.00341248	0.0003639	2.28585	membrane protein
cds784	0.00319864	0	2.60338	Holliday junction resolvase
cds154	0.00271994	0.000102111	1.92216	peptide chain release factor 2
cds1345	0.00250013	0.000122936	3.27969	exodeoxyribonuclease VII small subunit
cds1232	0.00243314	0.000357728	1.86554	4-hydroxybenzoate octaprenyltransferase
cds746	0.00214364	0	2.44822	hypothetical protein
cds1215	0.00196402	0.000199659	1.95688	energy transducer TonB
cds420	0.00186181	0	2.54601	hypothetical protein
cds824	0.00180756	0.00038434	1.88748	hypothetical protein
cds978	0.00169888	0	2.37407	flagellar basal-body rod protein FlgG
cds510	0.00153419	0	2.10354	GTP-binding protein
cds938	0.00135833	0	2.40991	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
cds1258	0.00131849	0	2.0114	DNA polymerase III subunit epsilon
cds22	0.00127122	4.54283e-05	1.83372	type II citrate synthase
cds622	0.00123734	0	2.77987	hypothetical protein
cds1211	0.00121685	0	2.30286	nicotinate-nucleotide adenylyltransferase
cds190	0.00111573	8.58788e-05	2.93758	beta-lactamase HcpA
cds1092	0.00109811	0	2.3527	phosphoribosyltransferase
cds1438	0.00106451	0	2.3346	pyridoxine 5'-phosphate synthase
cds1016	0.00105532	0	1.98369	ATP synthase subunit beta
cds147	0.00102259	3.05482e-05	2.31259	transcriptional regulator
cds425	0.000988195	0	2.32	molybdenum ABC transporter permease ModB
cds651	0.000986961	0	2.04885	D-alanine--D-alanine ligase
cds1109	0.00090439	0	2.17965	hypothetical protein
cds277	0.000865481	2.64765e-05	2.01389	dipeptide ABC transporter ATP-binding protein DppD
cds823	0.000855623	0	2.36737	glyceraldehyde-3-phosphate dehydrogenase
cds1337	0.000850003	0	2.43576	thymidylate kinase
cds773	0.000828281	1.34375e-05	2.88081	transcription elongation factor GreA
cds811	0.000800565	0	2.3245	flagellar basal body rod modification protein
cds184	0.000799262	0	1.99398	3-oxoacyl-ACP synthase III
cds54	0.000744734	0	3.10452	hypothetical protein
cds204	0.000741816	0	2	membrane protein
cds1140	0.000719567	0	1.88876	NADH-quinone oxidoreductase subunit G
cds1119	0.000714	0	3.39535	30S ribosomal protein S18
