GeneId	Ks	P2	ReadDepth	GeneProduct
cds437	0.0246422	0.00069229	2.39077	hypothetical protein
cds1001	0.0234895	0.00618393	3.05254	hypothetical protein
cds1418	0.0219213	0.00262116	2.7515	iron(III) ABC transporter substrate-binding protein CeuE
cds1238	0.0146912	0.0011653	4.23506	type IIS restriction-modification system endonuclease
cds385	0.0129324	0.00278484	2.70334	hypothetical protein
cds608	0.0120053	0.000834739	4.65354	hypothetical protein
cds1274	0.0115126	0	6.71134	type I restriction-modification system specificity protein
cds205	0.0114414	0.00101404	2.99807	membrane protein
cds1361	0.010941	0.000554233	3.00375	permease
cds1241	0.010764	0.00115104	4.07941	adenine-specific DNA methyltransferase
cds847	0.00954365	0.000822867	3.3284	hypothetical protein
cds800	0.00936292	0.00145077	6	addiction module toxin
cds1419	0.00905991	0.000579105	3.90955	peroxiredoxin
cds989	0.00895993	0.0016475	3.78032	cinnamyl-alcohol dehydrogenase
cds770	0.00840196	0.000823703	3.6857	plasminogen-binding protein PgbB
cds637	0.00820486	0.000558787	3.62781	membrane protein
cds1184	0.00724535	0	5.58621	30S ribosomal protein S17
cds1295	0.00714943	0.000303075	2.82415	ribonuclease J
cds1416	0.00684006	0.000655911	2.5904	cell division protein FtsW
cds281	0.00669335	0.000395306	4.11171	hypothetical protein
cds802	0.00604956	0.000880467	3.25388	membrane protein
cds428	0.00604454	0.00085904	3.47192	membrane protein
cds848	0.005429	0.000389311	4.51876	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
cds310	0.00535717	0	5.52614	hypothetical protein
cds1294	0.00533532	0.000182639	3.38687	KpsF/GutQ family protein
cds1296	0.00529407	0.000668279	3.45466	rRNA small subunit methyltransferase A
cds470	0.00508761	0.000511553	3.33748	cag pathogenicity island protein cag7
cds344	0.0040594	0.000252815	2.70892	fucosyltransferase
cds347	0.00366682	0.000135078	2.96078	zinc-metallo protease
cds261	0.00337707	0.000132625	3.20286	radical SAM methylthiotransferase
cds990	0.00283199	0.000442962	5.05864	LPS biosynthesis protein
cds26	0.00260917	0.000379336	4.5303	hypothetical protein
cds527	0.00260892	0	5.13853	hypothetical protein
cds672	0.00256606	0	3.81426	hypothetical protein
cds1373	0.00252057	0.000119555	4.46177	hypothetical protein
cds23	0.00202082	0.000172066	3.08998	isocitrate dehydrogenase
cds1076	0.00199492	0.000147362	2.80042	DNA-directed RNA polymerase subunit beta/beta'
cds550	0.00191108	0.000357103	4.94587	ABC transporter ATP-binding protein
cds1363	0.00188582	0.000159504	2.48843	membrane protein
