GeneId	Ks	P2	ReadDepth	GeneProduct
cds607	0.0529934	0.00616025	4.18146	membrane protein
cds187	0.0479802	0.0102622	3.68561	lipopolysaccharide biosynthesis protein
cds1165	0.0283637	0.00225586	5.66667	thiamine pyrophosphokinase
cds873	0.0278928	0.0033695	6.62057	aspartyl/glutamyl-tRNA amidotransferase subunit C
cds888	0.0248593	0.00816492	9.26404	integrase/recombinase XerD
cds905	0.016025	0.00352412	2.6641	amino acid permease
cds1280	0.0146874	0.000587747	2.31176	hypothetical protein
cds584	0.0109878	0.00246864	3.00559	fucosyltransferase
cds1241	0.00957731	0.000283078	2.97941	adenine-specific DNA methyltransferase
cds800	0.00882814	0	11.6592	addiction module toxin
cds608	0.00868036	0.000474279	3.35433	hypothetical protein
cds1274	0.00587602	0	5.7457	type I restriction-modification system specificity protein
cds310	0.00504068	0	5.48039	hypothetical protein
cds699	0.00441158	7.1325e-06	2.2392	type I restriction-modification system specificity protein
cds1336	0.00399858	0.000511041	2.92361	amidophosphoribosyltransferase
cds630	0.00392335	5.64363e-06	3.23587	competence protein ComGF
cds872	0.00366393	0.000183867	2.47358	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
cds770	0.00347709	0.000154444	3.07673	plasminogen-binding protein PgbB
cds470	0.00252408	0.000255188	2.22268	cag pathogenicity island protein cag7
cds1439	0.00202332	3.11969e-05	2.21537	4-hydroxythreonine-4-phosphate dehydrogenase
cds769	0.0019474	0	2.65179	pantothenate kinase
cds1177	0.00186073	0	2.13725	50S ribosomal protein L18
cds94	0.00183627	6.5284e-05	1.59501	cysteine synthetase CysK
cds468	0.00178235	0.000246283	3.53474	type IV secretion system ATPase
cds344	0.00157198	0.000207404	1.77778	fucosyltransferase
cds168	0.00155739	8.25876e-05	3.29466	hypothetical protein
cds6	0.00151442	9.05363e-05	1.48504	membrane protein
cds618	0.00149637	0.000126883	3.19329	acetone carboxylase subunit gamma
cds129	0.00142958	0.000103946	2.41641	DNA glycosylase MutY
cds978	0.00138696	0.000107475	2.40247	flagellar basal-body rod protein FlgG
cds1143	0.00137146	1.44685e-05	1.89071	NADH-quinone oxidoreductase subunit J
cds660	0.00136923	0	3.02381	ABC transporter ATP-binding protein
cds581	0.00129445	1.66685e-05	1.73759	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
cds1224	0.00128402	3.5748e-05	2.13623	protease
cds1042	0.00127236	0	2.76364	flavodoxin FldA
cds748	0.00124279	0.000101759	1.56487	UDP-N-acetylglucosamine 4%2C6-dehydratase
cds1212	0.00123281	0.000157768	3.50783	nickel responsive regulator
cds871	0.00123274	0	2.59699	hypothetical protein
cds1339	0.0012239	0	1.89894	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
cds503	0.00119996	0	5.10798	30S ribosomal protein S21
cds761	0.00118761	1.03408e-05	2.18293	guanosine 5'-monophosphate oxidoreductase
cds1314	0.00118239	0	2.45535	hypothetical protein
cds84	0.00113702	1.33784e-05	2.54342	hypothetical protein
cds1358	0.00112362	6.84031e-05	2.64564	transaldolase
cds1066	0.00111544	4.61053e-05	2.97701	carbonic anhydrase
cds1340	0.00110918	0.000125863	2.68037	flagellar basal body P-ring biosynthesis protein FlgA
cds279	0.00109126	8.65829e-05	1.73038	GTPase ObgE
cds1267	0.00104623	4.73399e-05	2.63512	membrane protein
cds145	0.00103676	0.000161802	3.52904	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds1074	0.000996384	3.65442e-05	2.15598	30S ribosomal protein S7
cds1183	0.000983091	0	2.81301	50S ribosomal protein L14
cds1173	0.000947355	9.46526e-06	1.58661	methionine aminopeptidase
cds1085	0.000942892	3.29466e-05	1.86583	elongation factor Tu
cds666	0.00093176	0	5.2875	5-formyltetrahydrofolate cyclo-ligase
cds1321	0.000929454	0	3.50794	thioredoxin
cds173	0.000921845	1.92218e-05	2.06775	fumarate reductase iron-sulfur subunit
cds357	0.000918908	3.06126e-05	2.10365	histidine kinase CheA
cds1370	0.000899541	3.95748e-06	1.88889	cytochrome c oxidase accessory protein
cds736	0.000897213	2.86945e-05	3.10949	glycosyltransferase
cds1337	0.000883179	0	3.26215	thymidylate kinase
cds383	0.000872914	2.75701e-05	2.76068	glycosyl transferase
cds137	0.000863764	1.1783e-05	2.89914	membrane protein
cds983	0.000862898	4.34092e-05	2.16266	beta-lactamase HcpC
cds585	0.000860029	0	2.81731	phosphoserine phosphatase SerB
cds782	0.00085756	4.08138e-06	2.4058	catalase
cds37	0.000853521	0	2.65809	nodulation protein NolK
cds1138	0.000851444	0	4.1039	hypothetical protein
cds1135	0.000850641	0	2.21042	NADH-quinone oxidoreductase subunit B
cds1219	0.000847441	1.25745e-05	2.36476	phosphoglycerate kinase
cds812	0.000838179	3.07872e-05	1.81133	flagellar hook protein FlgE
cds614	0.000832793	2.61403e-05	1.51442	succinyl-CoA:3-ketoacid-CoA transferase subunit B
cds1373	0.000831587	0	4.54434	hypothetical protein
cds1195	0.000825914	2.35634e-06	2.62787	ATP-binding protein
cds21	0.000811521	0	1.59457	membrane protein
cds108	0.000811138	1.10401e-05	2.08733	phosphoenolpyruvate synthase
cds1144	0.000802417	0	2.31023	NADH-quinone oxidoreductase subunit K
cds613	0.000790781	0	1.52647	succinyl-CoA:3-ketoacid-CoA transferase subunit A
cds1359	0.000786225	0	3.25326	50S ribosomal protein L25/general stress protein Ctc
cds221	0.00077661	2.51442e-05	4.89655	DNA protection during starvation protein
cds1376	0.000775367	6.38641e-05	2.92256	transcription termination/antitermination protein NusA
cds207	0.00076552	1.5378e-05	2.20386	membrane protein
cds326	0.000757267	0	1.92563	short chain alcohol dehydrogenase
cds260	0.000749815	2.74549e-05	2.81107	membrane protein
cds1081	0.000741374	0	3.02582	50S ribosomal protein L11
cds1404	0.000736305	0	2.98525	membrane protein
cds216	0.000732573	1.81737e-05	1.97232	proline--tRNA ligase
cds572	0.000732234	0	2.91483	7-cyano-7-deazaguanine synthase QueC
cds692	0.000728278	3.15999e-05	2.20395	membrane protein
cds1023	0.000722933	0	2.81887	chromosome partitioning ATPase
cds1323	0.000717877	9.04666e-06	1.92107	DNA polymerase III subunit alpha
cds180	0.000715682	0	3.13043	nucleoside diphosphate kinase
cds791	0.000707888	1.68122e-05	2.59091	lipid II flippase MurJ
cds819	0.000701457	0	2.39867	TonB-dependent receptor
cds689	0.000699691	7.42199e-06	1.27479	aconitate hydratase B
cds986	0.000697594	1.36279e-05	2.82003	6-phosphogluconolactonase
cds489	0.000695956	0	6.10088	cag pathogenicity island protein
cds735	0.000686393	0	2.00962	thioredoxin reductase
cds1232	0.000684327	0	1.93559	4-hydroxybenzoate octaprenyltransferase
cds467	0.0006819	2.75541e-05	2.6551	type IV secretion system protein
cds282	0.00067983	0	1.49033	glutamate-1-semialdehyde aminotransferase
cds1188	0.000679709	0	2.33604	50S ribosomal protein L22
cds1343	0.000677443	5.91013e-06	2.06651	serine--tRNA ligase
cds1398	0.000672949	0	3.15815	cell shape deternining membrane protein
cds144	0.000662007	0	2.68548	membrane protein
cds1341	0.00066112	0	2.40556	DNA helicase II UvrD
cds686	0.000660129	0	3.61569	DNA-directed RNA polymerase subunit omega
cds1189	0.000655323	0	2.57801	30S ribosomal protein S19
cds1221	0.000654991	0	2.2094	uracil-DNA glycosylase
cds434	0.000654013	2.05928e-05	1.45369	membrane protein
cds967	0.000648213	0	3.12179	hypothetical protein
cds995	0.000646092	2.21294e-05	1.45833	pyruvate flavodoxin oxidoreductase subunit alpha
cds623	0.000645724	0	2.75829	hypothetical protein
cds823	0.000642846	1.60386e-05	2.49049	glyceraldehyde-3-phosphate dehydrogenase
cds1073	0.000639364	0	1.51275	elongation factor G
cds1435	0.000639182	0	3.07692	hypothetical protein
cds66	0.000629709	1.5462e-05	2.04438	peptide chain release factor 1
cds579	0.000629497	8.31561e-06	2.25547	UTP--glucose-1-phosphate uridylyltransferase
cds783	0.00062666	4.81532e-06	1.51263	outer membrane protein
cds853	0.0006217	0	3.23223	oxygen-insensitive NAD(P)H nitroreductase
cds274	0.000618965	0	1.84121	dipeptide ABC transporter substrate-binding protein DppA
cds1345	0.000616265	0	4.51341	exodeoxyribonuclease VII small subunit
cds343	0.00061464	2.50445e-06	2.22839	cytochrome c biogenesis protein
cds184	0.000614634	0	1.86647	3-oxoacyl-ACP synthase III
cds305	0.000611485	1.9838e-05	2.31621	ketol-acid reductoisomerase
cds273	0.000611087	0	3.70787	50S ribosomal protein L27
cds1326	0.000610714	0	3.10914	hypothetical protein
cds795	0.000607691	0	1.34047	iron chelatin transport system permease
cds724	0.000605476	1.32354e-05	2.01034	flagellar motor protein MotA
cds1064	0.000604393	5.7676e-06	2.13043	multidrug transporter
cds13	0.00060405	1.29728e-05	4.92424	hypothetical protein
cds1324	0.000603339	6.07484e-06	2.36467	cytochrome c551 peroxidase
cds17	0.00060066	0	1.67323	carboxynorspermidine decarboxylase NspC
cds924	0.000598769	0	3.2004	3-dehydroquinate dehydratase
cds1405	0.000598549	8.57605e-06	2.107	preprotein translocase subunit SecF
cds611	0.000598074	2.44718e-06	2.40747	ferrous iron transport protein FeoB
cds446	0.000592018	1.06247e-05	2.59895	sodium- and chloride-dependent transporter
cds324	0.000591632	2.47954e-05	1.78496	elongation factor 4
cds923	0.000588049	3.04572e-05	2.37989	aminopeptidase
cds720	0.000587902	0	4.63914	hypothetical protein
cds300	0.00058746	7.57514e-06	3.09804	flagellar basal body L-ring protein
cds1003	0.000587069	0	1.7189	gamma-glutamyltranspeptidase
cds566	0.000584893	9.27565e-06	1.67415	Ni/Fe hydrogenase large subunit
cds640	0.00058187	4.07243e-06	1.7127	membrane protein
cds270	0.000579879	0	1.96863	acylamide amidohydrolase
cds57	0.000578069	0	2.05167	urease accessory protein UreG
cds1352	0.000577887	3.30491e-05	2.08023	hypothetical protein
cds1394	0.00057519	0	2.08392	ubiquinol cytochrome c oxidoreductase cytochrome c1 subunit
cds587	0.000573213	0	3.22438	menaquinone biosynthesis radical SAM protein
cds984	0.000571535	5.71421e-05	2.33493	2-keto-3-deoxy-6-phosphogluconate aldolase
cds156	0.000569514	0	2.48177	flagellar biosynthesis protein FliR
cds107	0.000568997	0	1.78613	hypothetical protein
cds203	0.00056811	9.42036e-06	2.70926	bifunctional methionine sulfoxide reductase subunits A/B
cds703	0.000567366	0	2.01015	ATP-dependent Clp protease proteolytic subunit
cds88	0.000565074	3.15102e-05	3.5853	membrane protein
cds771	0.000560284	0	3.26941	hypothetical protein
cds632	0.00055929	0	2.58091	ABC transporter ATP-binding protein
cds629	0.00055768	1.27016e-06	5.23752	membrane protein
cds97	0.000557637	0	2.91228	heat shock protein GrpE
cds487	0.000554611	5.57454e-06	4.16506	cag pathogenicity island protein cag24
cds582	0.000553409	0	1.52523	aspartate ammonia-lyase
cds734	0.000552925	2.64254e-05	3.94081	thioredoxin
cds1354	0.000549915	7.57562e-06	1.72846	phosphate permease
cds1107	0.00054984	2.10976e-05	3.38356	DNA polymerase III subunit delta'
cds936	0.000548144	0	2.339	homoserine kinase
cds547	0.000546912	4.17697e-05	2.34326	membrane protein
cds925	0.000545567	1.75467e-06	2.65504	lipid A core--O-antigen ligase
cds38	0.000540565	0	2.36036	hydrogenase expression/formation protein HypE
cds1315	0.000540285	0	2.66595	tRNA modification GTPase TrmE
cds1425	0.000539822	1.36664e-05	3.32155	hypothetical protein
cds1233	0.000539564	7.74226e-06	2.37002	DNA internalization-related competence protein ComEC
cds495	0.000537554	0	2.69444	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
cds1419	0.000536148	0	4.01675	peroxiredoxin
cds1082	0.000536137	0	3.14501	transcription antitermination protein NusG
cds684	0.000532048	1.08768e-05	2.37965	tyrosine--tRNA ligase
cds654	0.000530008	0	2.57819	HIT family hydrolase
cds1048	0.000529558	2.03595e-06	1.74011	membrane protein
cds157	0.00052607	0	3.52252	hypothetical protein
cds1015	0.00052506	0	2.17333	ATP synthase subunit epsilon
cds330	0.000524969	1.21618e-05	2.66378	permease
cds1303	0.000524814	5.73463e-06	3.26026	hypothetical protein
cds429	0.000520136	8.69703e-06	3.16239	adenine-specific DNA methyltransferase
cds1250	0.000516853	0	2.02751	ATP-dependent protease
cds752	0.000516017	0	1.83149	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
cds634	0.000515137	0	2.54922	DNA polymerase III subunits gamma and tau
cds119	0.000513161	1.61699e-05	1.91009	L-serine deaminase SdaA
cds249	0.000512753	2.16206e-05	3.88519	hypothetical protein
cds1199	0.000510347	4.64124e-06	1.62931	fumarate hydratase
cds801	0.000509741	2.42101e-05	7.06878	hypothetical protein
cds242	0.000503551	1.022e-05	2.73087	dihydroorotase PyrC
cds1192	0.000502843	0	1.94753	50S ribosomal protein L4
cds1154	0.000500738	0	2.38095	anthranilate phosphoribosyltransferase
cds719	0.000500365	2.0663e-05	3.50746	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
cds1062	0.000499134	0	2.67979	tRNA 2-thiocytidine biosynthesis protein TtcA
cds1290	0.000498824	1.00318e-05	1.94933	isoleucine--tRNA ligase
cds91	0.000495945	2.46189e-05	1.75258	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase
cds944	0.00049261	2.14942e-05	2.58795	3-methyl-2-oxobutanoate hydroxymethyltransferase
cds859	0.000492546	6.68213e-06	1.95724	glycine--tRNA ligase subunit alpha
cds596	0.00049226	0	2.10109	chorismate synthase
cds1146	0.000490687	0	1.85705	NADH-quinone oxidoreductase subunit M
cds649	0.000489817	0	2.18468	serine-pyruvate aminotransferase
cds1402	0.000485785	0	3.32749	lipoprotein
cds349	0.000485614	0	3.29349	hypothetical protein
cds696	0.000482204	4.93794e-06	2.6472	lipoprotein releasing system transmembrane protein
cds1156	0.000479757	4.61057e-06	2.50632	anthranilate synthase component I
cds1390	0.000478493	0	3.16092	thymidylate synthase
cds1162	0.000477274	0	1.80702	hypothetical protein
cds1145	0.00047536	0	1.36977	NADH-quinone oxidoreductase subunit L
cds189	0.000471394	1.58739e-05	3.01554	chaperone protein HtpG
cds1243	0.000469612	8.41414e-06	2.76171	rod shape-determining protein MreC
cds1361	0.000469539	0	2.8633	permease
cds493	0.00046736	0	5.37255	50S ribosomal protein L31
cds261	0.000466193	0	2.68099	radical SAM methylthiotransferase
cds1091	0.000462791	1.11101e-05	2.16352	polynucleotide phosphorylase
cds209	0.000462442	0	2.71053	protein-disulfide isomerase
cds1043	0.000461527	2.43991e-05	3.01951	membrane protein
cds836	0.000461462	4.69699e-06	2.70684	proline/betaine transporter ProP
cds362	0.000461134	2.04727e-05	2.24444	D-3-phosphoglycerate dehydrogenase
cds1395	0.000461064	3.15674e-05	1.4657	ubiquinol cytochrome c oxidoreductase cytochrome b subunit
cds774	0.000459542	0	2.77747	lipid-A-disaccharide synthase
cds715	0.000456829	0	3.13205	metalloprotease
cds902	0.0004567	0	2.09886	7-alpha-hydroxysteroid dehydrogenase
cds143	0.000455651	0	3.63804	shikimate kinase
