GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0571393	0.0183636	1.66948	integrase/recombinase XerD
cds608	0.0357439	0.000542509	1.60892	hypothetical protein
cds905	0.0257004	0.00537425	1.12436	amino acid permease
cds1165	0.0228837	0.00226829	1.46992	thiamine pyrophosphokinase
cds802	0.0202901	0.00280692	1.31453	membrane protein
cds629	0.0186271	0.00199405	1.62985	membrane protein
cds470	0.0151779	0.00248045	0.707123	cag pathogenicity island protein cag7
cds1274	0.0125762	0	2.29897	type I restriction-modification system specificity protein
cds291	0.0108166	4.7212e-05	2.3257	hypothetical protein
cds190	0.0107058	0.00119145	1.64011	beta-lactamase HcpA
cds21	0.00990667	0.00181261	0.918071	membrane protein
cds1118	0.00799793	0.000694179	0.854678	membrane protein
cds1067	0.00638471	7.94561e-06	0.810017	hypothetical protein
cds310	0.00634964	0	1.34314	hypothetical protein
cds887	0.00600864	0.000867362	1.46393	hypothetical protein
cds607	0.00557361	0.000222263	1.03353	membrane protein
cds1130	0.0036053	0.000176459	0.990099	preprotein translocase subunit SecG
cds1316	0.00304963	0.000533676	0.890674	membrane protein
cds1163	0.00277264	0.00030708	0.915638	membrane protein
cds770	0.00254013	0.000250955	0.944138	plasminogen-binding protein PgbB
cds942	0.00207829	0.000200477	0.997661	membrane protein
cds990	0.00204209	0.000161194	1.29861	LPS biosynthesis protein
cds437	0.00188088	8.74211e-05	0.957207	hypothetical protein
cds667	0.00153905	0	0.982622	hypothetical protein
cds1337	0.00124752	5.69648e-05	1.04167	thymidylate kinase
cds769	0.00120009	0	0.96875	pantothenate kinase
cds634	0.00110604	4.57384e-05	0.75878	DNA polymerase III subunits gamma and tau
cds924	0.00108772	5.23305e-05	0.988095	3-dehydroquinate dehydratase
cds687	0.00102388	0	0.795297	uridylate kinase
cds860	0.000991012	0	0.823216	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
cds553	0.000924916	0	0.90552	chemotaxis protein CheV
cds735	0.000905107	0	0.899573	thioredoxin reductase
cds110	0.000866277	0	0.79826	threonine--tRNA ligase
