GeneId	Ks	P2	ReadDepth	GeneProduct
cds470	0.0448522	0.00648778	4.16719	cag pathogenicity island protein cag7
cds1417	0.0403142	0.00917233	4.43452	iron(III) ABC transporter substrate-binding protein CeuE
cds1215	0.0349001	0.0145103	5.65851	energy transducer TonB
cds1418	0.031883	0.00718815	4.26048	iron(III) ABC transporter substrate-binding protein CeuE
cds487	0.0300132	0.00298623	3.83173	cag pathogenicity island protein cag24
cds1316	0.0291646	0.00384504	4.98795	membrane protein
cds613	0.028567	0.00257238	4	succinyl-CoA:3-ketoacid-CoA transferase subunit A
cds674	0.0274387	0.00146374	3.76077	signal recognition particle receptor FtsY
cds802	0.0261942	0.00375861	4.85237	membrane protein
cds187	0.0246666	0.00402332	4.82102	lipopolysaccharide biosynthesis protein
cds277	0.0240447	0.00243516	4.13426	dipeptide ABC transporter ATP-binding protein DppD
cds629	0.0239401	0.00380262	7.68986	membrane protein
cds647	0.0235178	0.00199413	3.88258	ribosomal protein S12 methylthiotransferase
cds595	0.0221446	0.00127217	4.38313	ribonuclease III
cds1001	0.0217387	0.00238476	3.30793	hypothetical protein
cds1367	0.0217028	0.00259472	4.48792	hypothetical protein
cds1045	0.0197843	0.000730225	4.47897	thioredoxin reductase
cds1267	0.0180201	0.00176753	4.29767	membrane protein
cds1199	0.0177568	0.00222903	3.92098	fumarate hydratase
cds673	0.0172364	0.000284507	3.80287	hypothetical protein
cds614	0.0166703	0.00142951	4.67788	succinyl-CoA:3-ketoacid-CoA transferase subunit B
cds608	0.016494	0.000137492	3.79003	hypothetical protein
cds857	0.0151991	0.000726465	4.91634	zinc ribbon domain-containing protein
cds1039	0.0141677	0.000888547	4.18734	pyrroline-5-carboxylate reductase
cds1314	0.0141308	0.00247104	4.05283	hypothetical protein
cds918	0.0140542	0.000853721	4.38498	flagellar motor switch protein FliM
cds584	0.0139599	0.0023771	3.67365	fucosyltransferase
cds651	0.0138101	0.00052885	3.90038	D-alanine--D-alanine ligase
cds344	0.0137084	0.00143955	3.28717	fucosyltransferase
cds276	0.0136909	0.0010005	4.08042	dipeptide ABC transporter permease DppC
cds1266	0.0134457	0.00131033	4.7848	NAD kinase
cds623	0.0127449	0.00133062	4.11431	hypothetical protein
cds856	0.0125698	0.00134254	4.15228	3-deoxy-D-manno-octulosonic acid transferase
cds1280	0.0118177	0.00168528	2.2438	hypothetical protein
cds672	0.0117659	0.000493002	4.04643	hypothetical protein
cds1000	0.0112154	0.00092356	4.16885	hypothetical protein
cds602	0.0111286	0.000626292	3.84058	aspartate aminotransferase
cds919	0.011051	0.000353827	4.30599	flagellar biosynthesis sigma factor
cds1040	0.0108643	0.000125425	4.33146	cell filamentation protein
cds989	0.0108272	0.00199942	4.71729	cinnamyl-alcohol dehydrogenase
cds615	0.0107905	0.000519757	3.99121	short-chain fatty acids transporter
cds579	0.0107489	0.00051745	4.118	UTP--glucose-1-phosphate uridylyltransferase
cds502	0.0103475	0.00119276	4.4543	3-oxoacyl-ACP reductase
cds1034	0.0103312	0.000729433	4.13981	valine--tRNA ligase
cds4	0.0103073	0.00054193	4.46053	orotidine 5'-phosphate decarboxylase
cds581	0.0102725	0.000805708	3.91883	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
cds1033	0.0099837	0.00101451	4.09948	signal recognition particle protein
cds692	0.0099676	0.00096141	4.30994	membrane protein
cds1194	0.00996064	0.000969094	5.34286	30S ribosomal protein S10
cds503	0.00949391	0.000979213	5.46479	30S ribosomal protein S21
cds48	0.0094486	0.00116323	2.93567	hypothetical protein
cds1163	0.00939444	0.000963189	7.12551	membrane protein
cds603	0.00931442	0.00145313	4.06703	integrase/recombinase
cds599	0.0091749	0.000621389	4.16052	glycerol-3-phosphate dehydrogenase
cds1320	0.00909648	0.000556587	4.46603	lipoprotein
cds920	0.00904484	0.000305347	4.29605	flagellar biosynthesis regulator
cds262	0.00903025	0.00104219	4.07804	ATP-dependent zinc metalloprotease FtsH
cds1032	0.00897161	0.00115302	5.85281	30S ribosomal protein S16
cds616	0.00885704	0.000666128	3.87722	acetone carboxylase subunit beta
cds1067	0.0083042	0	2.02245	hypothetical protein
cds1317	0.00816282	0.000360766	4.61732	hypothetical protein
cds943	0.00812899	0.00059293	3.94329	membrane protein
cds1038	0.00809941	0.000531468	4.07149	membrane protein
cds1269	0.00808381	0.000518574	4.60888	arginase
cds1265	0.00800909	0.0011	4.24952	DNA repair protein RecN
cds437	0.00793819	0.000532331	3.05518	hypothetical protein
cds578	0.00774286	0.00194366	3.82709	lytic murein transglycosylase
cds71	0.00750746	0.000697093	4.2542	methyl-accepting chemotaxis transducer TlpC
cds983	0.00748611	0.000496186	4.2394	beta-lactamase HcpC
cds620	0.0073336	0.00134963	4.61757	diacylglycerol kinase DgkA
cds504	0.00711769	0.000778421	4.09033	hypothetical protein
cds107	0.00705046	0	2.65998	hypothetical protein
cds659	0.0068591	0.000585124	4.25212	tRNA (guanine-N(7)-)-methyltransferase
cds640	0.00682606	0.00084216	4.13122	membrane protein
cds1397	0.00680224	0.000671898	4.13633	transcription-repair coupling factor TrcF
cds205	0.006763	0.000978984	3.96484	membrane protein
cds593	0.00666509	0.000661793	3.71681	hypothetical protein
cds601	0.0066178	0.000543744	3.83518	membrane protein
cds1162	0.00657982	5.05274e-05	5.60902	hypothetical protein
cds1212	0.00648539	0.000521401	5.17226	nickel responsive regulator
cds1046	0.00643326	0.000438589	4.2963	MFS transporter
