GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0552421	0.0211712	1.3764	integrase/recombinase XerD
cds905	0.0325752	0.00635473	0.828846	amino acid permease
cds1274	0.0263226	0.00158563	1.65292	type I restriction-modification system specificity protein
cds1057	0.0242886	0.0035849	1.08775	membrane protein
cds1165	0.0223391	0.00214973	1.2	thiamine pyrophosphokinase
cds1163	0.020872	0.00133493	1.18313	membrane protein
cds1285	0.0203578	0.00394959	1.01615	metal-dependent hydrolase
cds1085	0.0177546	0.00662871	0.7325	elongation factor Tu
cds105	0.017189	0.000586455	0.374579	hypothetical protein
cds52	0.0158149	0.000539947	0.808182	hypothetical protein
cds983	0.0155568	0.003262	0.922108	beta-lactamase HcpC
cds190	0.0113638	0.000703113	1.25232	beta-lactamase HcpA
cds802	0.0099841	0.000505157	0.96709	membrane protein
cds187	0.00735989	0.00161041	0.6875	lipopolysaccharide biosynthesis protein
cds610	0.00716236	0.000979339	0.696181	iron(III) dicitrate transport protein FecA
cds624	0.00684993	0.00201981	0.637821	excinuclease ABC subunit A
cds1241	0.0066259	0.000764056	1.45035	adenine-specific DNA methyltransferase
cds608	0.00627103	0.000174634	1.85039	hypothetical protein
cds1241	0.0048494	0.000310462	1.33333	adenine-specific DNA methyltransferase
cds1067	0.0045172	0	0.765976	hypothetical protein
cds106	0.00432532	8.25634e-06	0.618326	hypothetical protein
cds607	0.00402202	0.000138691	1.03748	membrane protein
cds310	0.00354798	0	1.11111	hypothetical protein
cds1018	0.00222576	0.00109602	0.664021	ATP synthase subunit alpha
cds1345	0.00137978	6.9963e-05	1.01149	exodeoxyribonuclease VII small subunit
cds896	0.00125253	0	0.902622	conjugal transfer protein TraG
cds765	0.00120731	0	0.617605	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenylyltransferase
cds996	0.00112192	0	0.643386	pyruvate flavodoxin oxidoreductase subunit beta
cds242	0.00105697	0	0.687775	dihydroorotase PyrC
cds145	0.000978808	0	0.666667	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds733	0.000937352	0	1.0087	hypothetical protein
cds1265	0.000918989	0	0.691429	DNA repair protein RecN
cds1194	0.000896611	0	1.07302	30S ribosomal protein S10
cds1024	0.000848081	0	0.649452	biotin--protein ligase
cds48	0.000833397	0	0.661988	hypothetical protein
cds853	0.000765495	0	0.781991	oxygen-insensitive NAD(P)H nitroreductase
cds702	0.000746155	0	0.754286	peptide deformylase
cds848	0.00072097	0	0.935982	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
cds1418	0.000720135	0	0.759481	iron(III) ABC transporter substrate-binding protein CeuE
cds945	0.000701648	0	0.691395	Holliday junction DNA helicase RuvB
cds729	0.000674024	0	1.31667	hypothetical protein
cds963	0.000673161	0	0.722892	nickel transport protein NixA
cds573	0.000667706	0	0.690653	tRNA nucleotidyltransferase/poly(A) polymerase
cds212	0.000611897	0	0.779661	membrane protein
cds1404	0.000567063	0	0.982301	membrane protein
cds634	0.000565061	0	0.630397	DNA polymerase III subunits gamma and tau
cds1016	0.000541563	0	0.578014	ATP synthase subunit beta
cds757	0.0005074	0	0.636364	type I restriction-modification system methyltransferase
cds504	0.000477924	0	0.756195	hypothetical protein
cds496	0.000462927	0	0.821946	hypothetical protein
cds188	0.000462077	0	0.716925	membrane protein
cds379	0.000448588	0	0.586278	methionine--tRNA ligase
cds1193	0.000441593	0	0.678819	50S ribosomal protein L3
cds1218	0.000424994	0	0.787879	magnesium transport protein CorA
cds152	0.000417797	0	0.669031	protease
cds166	0.000404619	0	0.667995	lysine--tRNA ligase
cds1026	0.000402518	0	0.670614	hypothetical protein
cds1089	0.000398004	0	0.71124	serine acetyltransferase CysE
cds823	0.000392725	0	0.673674	glyceraldehyde-3-phosphate dehydrogenase
cds244	0.000387875	0	1.22634	hypothetical protein
cds1347	0.000349739	0	0.917226	membrane protein
cds1316	0.000348152	2.41128e-06	0.587238	membrane protein
cds1232	0.000340982	0	0.638418	4-hydroxybenzoate octaprenyltransferase
cds221	0.00032471	0	1.04138	DNA protection during starvation protein
cds6	0.000311175	0	0.606299	membrane protein
cds1421	0.000310681	0	0.693831	penicillin-binding protein 2
cds195	0.000307295	0	0.616983	1-deoxy-D-xylulose 5-phosphate reductoisomerase
cds1293	0.000292457	0	0.671322	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
cds868	0.000288514	0	0.748148	nickel-cobalt-cadmium resistance protein NccB
cds444	0.000278647	0	1.16418	acyl-CoA thioesterase YbgC
cds727	0.000274704	0	0.551745	osmoprotectant ABC transporter permease/substrate-binding protein ProWX
cds911	0.000262051	0	0.66782	chaperone protein DnaJ
cds1272	0.000261822	0	0.633467	type I restriction-modification system endonuclease
cds1202	0.000256383	2.75728e-05	0.696165	hypothetical protein
cds841	0.000253397	0	0.586105	D-alanine/glycine permease
cds562	0.000248858	0	0.619403	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase
cds1003	0.000247998	0	0.627934	gamma-glutamyltranspeptidase
cds811	0.000246152	0	0.777042	flagellar basal body rod modification protein
cds526	0.000242651	0	0.694064	endonuclease III
cds1195	0.000242647	0	0.653439	ATP-binding protein
cds1380	0.000231984	0	0.67011	type III restriction-modification system endonuclease
cds1292	0.000229071	0	0.780998	hypothetical protein
cds832	0.000223896	0	0.79602	5'-nucleotidase SurE
cds1296	0.000223233	0	0.640931	rRNA small subunit methyltransferase A
cds153	0.000219297	0	0.728346	hypothetical protein
cds769	0.00021753	0	0.6875	pantothenate kinase
cds1055	0.000206614	0	0.648693	glucose/galactose transporter GluP
cds124	0.000205898	0	0.823899	hypothetical protein
cds362	0.000196946	0	0.64127	D-3-phosphoglycerate dehydrogenase
cds117	0.00019675	0	0.740999	hypothetical protein
cds628	0.000191419	0	0.658915	S-adenosyl-l-methionine hydroxide adenosyltransferase
cds839	0.00018857	0	0.7393	amino acid ABC transporter substrate-binding protein
cds999	0.000186507	0	0.583713	excinuclease ABC subunit B
cds1153	0.000185843	0	0.621045	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
cds712	0.000183504	0	0.688095	hypothetical protein
cds1358	0.000182526	0	0.756046	transaldolase
cds985	0.000182176	0	0.598796	phosphogluconate dehydratase
cds838	0.000180843	0	0.777311	amino acid ABC transporter permease
cds1235	0.000178109	0	0.648108	bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
cds752	0.000177205	0	0.666667	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
cds1425	0.000173579	0	0.777778	hypothetical protein
cds1294	0.000170951	0	0.659596	KpsF/GutQ family protein
cds218	0.000170271	0	0.764069	octaprenyl-diphosphate synthase IspB
cds858	0.000169557	0	0.769126	GTP cyclohydrolase I
cds716	0.00016896	0	0.580372	iron(III) dicitrate transport protein FecA
cds1038	0.000167846	0	0.592472	membrane protein
cds770	0.000163044	0	0.631676	plasminogen-binding protein PgbB
cds1136	0.000143796	0	0.80025	NADH-quinone oxidoreductase subunit C
cds529	0.000139807	0	0.715152	hypothetical protein
cds1048	0.000134826	0	0.689972	membrane protein
cds1412	0.000122463	0	0.65855	cell division protein FtsI
cds655	0.000122208	0	0.656217	ribose-phosphate pyrophosphokinase
cds934	0.000118527	4.5307e-06	0.531922	translation initiation factor IF-2
cds453	0.00011488	0	0.602899	glycolate oxidase subunit GlcD
cds910	0.00011087	0	0.711431	hypothetical protein
cds824	0.00011061	2.1338e-06	0.598024	hypothetical protein
cds740	0.000106981	0	0.690162	glutamyl-tRNA amidotransferase subunit A
cds1140	0.000105947	0	0.561736	NADH-quinone oxidoreductase subunit G
cds14	0.000101996	0	0.66286	VirB4 family type IV secretion/conjugal transfer ATPase
cds829	0.000101441	0	0.794088	heat shock protein HtpX
cds1059	9.96909e-05	0	0.703704	phosphopentomutase
cds1324	9.96849e-05	0	0.643875	cytochrome c551 peroxidase
cds953	9.94067e-05	0	0.984	chemotaxis protein CheY
cds671	9.57299e-05	0	0.672249	membrane protein
cds1313	9.01178e-05	0	0.608881	membrane protein insertase YidC
cds997	8.86658e-05	0	0.739229	adenylosuccinate lyase
cds1234	8.79522e-05	0	0.597819	replicative DNA helicase
cds90	7.69665e-05	0	0.628386	methyl-accepting chemotaxis protein TlpB
cds975	7.2043e-05	0	0.634574	hypothetical protein
cds334	7.16975e-05	0	0.850575	hypothetical protein
cds511	6.89173e-05	0	0.598927	cytosol aminopeptidase
cds847	6.50885e-05	0	0.7357	hypothetical protein
cds1145	6.39944e-05	0	0.568787	NADH-quinone oxidoreductase subunit L
cds815	6.29729e-05	0	0.627219	ATP-dependent DNA helicase
cds954	6.19143e-05	0	0.715569	50S ribosomal protein L11 methyltransferase
cds1250	6.06367e-05	0	0.570175	ATP-dependent protease
cds898	5.90843e-05	0	0.593195	polyphosphate kinase
cds343	5.88418e-05	0	0.582355	cytochrome c biogenesis protein
cds69	5.74142e-05	0	0.621773	hypothetical protein
cds1270	5.38642e-05	0	0.563068	iron(III) dicitrate transport protein FecA
cds1365	5.37065e-05	0	0.604985	cation-transporting ATPase
cds289	5.04547e-05	0	0.688482	MFS transporter
cds107	5.0098e-05	0	0.420217	hypothetical protein
cds606	4.99994e-05	0	0.643008	ribonucleotide-diphosphate reductase subunit alpha
cds1397	4.42222e-05	0	0.597667	transcription-repair coupling factor TrcF
cds243	4.12344e-05	0	0.7	adenosine deaminase
cds1403	3.66832e-05	0	0.605535	leucine--tRNA ligase
cds609	3.4122e-05	0	0.80722	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
cds265	1.59833e-05	0	0.549067	toxin-like outer membrane protein
cds1076	1.51921e-05	0	0.562205	DNA-directed RNA polymerase subunit beta/beta'
cds429	4.04155e-06	0	0.755189	adenine-specific DNA methyltransferase
cds12	0	0	1.07092	hypothetical protein
cds8	0	0	1.26891	co-chaperonin GroES
cds13	0	0	1.21591	hypothetical protein
cds4	0	0	0.748538	orotidine 5'-phosphate decarboxylase
cds0	0	0	0.964029	transcription antitermination protein NusB
cds1	0	0	0.902335	6%2C7-dimethyl-8-ribityllumazine synthase
cds11	0	0	0.718599	hypothetical protein
cds18	0	0	0.849913	lipid A 1-phosphatase
cds5	0	0	0.708785	pantothenate synthetase
cds27	0	0	0.770531	universal stress protein
cds25	0	0	0.70624	ATP-dependent dethiobiotin synthetase BioD
cds3	0	0	0.783784	carbonic anhydrase IcfA
cds31	0	0	1.02041	nucleoid-associated protein
cds2	0	0	0.717208	2-dehydro-3-deoxyphosphooctonate aldolase
cds30	0	0	0.881356	aspartate 1-decarboxylase
cds10	0	0	0.693257	ATP-binding protein
cds24	0	0	0.808989	hypothetical protein
cds28	0	0	1.00725	ATP-dependent Clp protease adapter protein
cds16	0	0	0.720497	chemotaxis protein CheV
cds22	0	0	0.565964	type II citrate synthase
cds17	0	0	0.673235	carboxynorspermidine decarboxylase NspC
cds15	0	0	0.675887	hypothetical protein
cds23	0	0	0.637715	isocitrate dehydrogenase
cds7	0	0	0.61426	molecular chaperone GroEL
cds34	0	0	0.747967	type IV secretory pathway protein
cds21	0	0	0.575843	membrane protein
cds9	0	0	0.626786	DNA primase
cds19	0	0	0.648148	lipid A phosphoethanolamine transferase
cds33	0	0	0.675189	hypothetical protein
cds51	0	0	1.16858	hypothetical protein
cds50	0	0	0.898246	hypothetical protein
cds37	0	0	0.702036	nodulation protein NolK
cds32	0	0	0.690547	PDZ domain-containing protein
cds53	0	0	0.971429	hypothetical protein
cds26	0	0	0.674523	hypothetical protein
cds38	0	0	0.622623	hydrogenase expression/formation protein HypE
cds40	0	0	0.679758	agmatine deiminase
cds41	0	0	0.8598	adenine-specific DNA methyltransferase
cds57	0	0	0.771667	urease accessory protein UreG
cds58	0	0	0.669281	urease accessory protein UreF
cds36	0	0	0.743455	GDP-D-mannose dehydratase
cds59	0	0	0.785575	urease accessory protein UreE
cds67	0	0	0.678295	membrane protein
cds60	0	0	0.784014	acid-activated urea channel
cds42	0	0	0.681648	cytosine specific DNA methyltransferase
cds65	0	0	1.2963	30S ribosomal protein S20
cds56	0	0	0.690476	urease accessory protein UreH
cds35	0	0	0.707006	mannose-6-phosphate isomerase
cds62	0	0	0.850767	urease subunit alpha
cds45	0	0	0.588867	sodium/proline symporter
cds74	0	0	1.04233	hypothetical protein
cds63	0	0	0.892405	lipoprotein signal peptidase
cds73	0	0	0.826291	50S ribosomal protein L13
cds72	0	0	0.871795	30S ribosomal protein S9
cds49	0	0	0.708845	hypothetical protein
cds66	0	0	0.645892	peptide chain release factor 1
cds39	0	0	0.536797	[NiFe] hydrogenase maturation protein HypF
cds84	0	0	0.766106	hypothetical protein
cds29	0	0	0.646451	ATP-dependent Clp protease ATP-binding subunit ClpA
cds78	0	0	0.771552	aminodeoxyfutalosine nucleosidase
cds82	0	0	0.828625	hypothetical protein
cds81	0	0	0.764988	type II restriction-modification system methyltransferase
cds61	0	0	0.594737	urease subunit beta
cds83	0	0	0.681481	2-hydroxyacid dehydrogenase
cds55	0	0	0.619792	ATP-binding protein
cds92	0	0	0.790287	S-ribosylhomocysteinase
cds89	0	0	0.680769	glycosyltransferase
cds79	0	0	0.665591	malonyl CoA-ACP transacylase
cds88	0	0	0.742782	membrane protein
cds64	0	0	0.700299	phosphoglucosamine mutase
cds100	0	0	1.30303	hypothetical protein
cds76	0	0	0.702329	hypothetical protein
cds85	0	0	0.6564	threonine synthase
cds75	0	0	0.675536	malate:quinone oxidoreductase
cds97	0	0	0.866667	heat shock protein GrpE
cds87	0	0	0.627823	hypothetical protein
cds109	0	0	1.46212	hypothetical protein
cds94	0	0	0.690554	cysteine synthetase CysK
cds98	0	0	0.776173	heat-inducible transcription repressor
cds112	0	0	1.53846	50S ribosomal protein L35
cds93	0	0	0.653543	cystathionine gamma-synthase
cds99	0	0	0.890805	hypothetical protein
cds115	0	0	1.69841	hypothetical protein
cds113	0	0	1.05128	50S ribosomal protein L20
cds71	0	0	0.659248	methyl-accepting chemotaxis transducer TlpC
cds116	0	0	0.983568	hypothetical protein
cds104	0	0	0.722762	hypothetical protein
cds122	0	0	1.57037	hypothetical protein
cds91	0	0	0.615693	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase
cds77	0	0	0.714782	RNA polymerase sigma factor RpoD
cds111	0	0	0.844771	translation initiation factor IF-3
cds102	0	0	0.581877	flagellin B
cds114	0	0	0.671312	membrane protein
cds123	0	0	0.847495	peroxiredoxin bcp
cds86	0	0	0.669625	methyl-accepting chemotaxis protein TlpA
cds126	0	0	0.772291	hypothetical protein
cds134	0	0	1.20773	hypothetical protein
cds132	0	0	1.12613	cbb3-type cytochrome c oxidase subunit IV
cds96	0	0	0.719807	molecular chaperone DnaK
cds46	0	0	0.636594	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
cds121	0	0	0.580741	phospho-2-dehydro-3-deoxyheptonate aldolase
cds119	0	0	0.611111	L-serine deaminase SdaA
cds101	0	0	0.678855	hypothetical protein
cds141	0	0	0.981884	hypothetical protein
cds120	0	0	0.673108	serine transporter SdaC
cds136	0	0	0.764805	hypothetical protein
cds135	0	0	0.82906	hypothetical protein
cds133	0	0	0.698026	cbb3-type cytochrome c oxidase subunit III
cds129	0	0	0.693009	DNA glycosylase MutY
cds131	0	0	0.753934	cbb3-type cytochrome c oxidase subunit II
cds103	0	0	0.629579	DNA topoisomerase I
cds151	0	0	1.09091	hypothetical protein
cds110	0	0	0.585101	threonine--tRNA ligase
cds127	0	0	0.60303	L-lactate permease LctP
cds125	0	0	0.650069	iron-sulfur cluster-binding protein
cds150	0	0	0.831224	hypothetical protein
cds143	0	0	0.828221	shikimate kinase
cds137	0	0	0.760148	membrane protein
cds130	0	0	0.640082	cbb3-type cytochrome c oxidase subunit I
cds139	0	0	0.626437	recombinase RecA
cds128	0	0	0.571256	L-lactate permease LctP
cds146	0	0	0.634093	beta-lactamase HcpD
cds142	0	0	0.840796	hypothetical protein
cds138	0	0	0.748843	hypothetical protein
cds158	0	0	1.09589	hypothetical protein
cds108	0	0	0.622386	phosphoenolpyruvate synthase
cds161	0	0	0.679078	elongation factor P
cds147	0	0	0.73444	transcriptional regulator
cds144	0	0	0.680251	membrane protein
cds149	0	0	0.840708	response regulator OmpR
