GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0569659	0.0152658	2.1367	integrase/recombinase XerD
cds802	0.0530635	0.010052	6.89751	membrane protein
cds1215	0.0474221	0.0217369	5.18648	energy transducer TonB
cds1162	0.0418838	0.00256112	5.04261	hypothetical protein
cds1130	0.0378961	0.0117107	5.07756	preprotein translocase subunit SecG
cds905	0.0322506	0.00655439	5.02756	amino acid permease
cds629	0.0241991	0.00419868	7.54312	membrane protein
cds21	0.017749	0.00193781	4.39092	membrane protein
cds1165	0.0147253	0.000314619	6.19187	thiamine pyrophosphokinase
cds470	0.0121815	0.00173433	3.36601	cag pathogenicity island protein cag7
cds1163	0.0117907	4.83159e-05	5.10905	membrane protein
cds437	0.0114538	0.00135283	4.1509	hypothetical protein
cds1316	0.0114277	0.00136646	4.88666	membrane protein
cds6	0.00876577	0.00133663	4.34541	membrane protein
cds26	0.00860053	0.00028937	3.16891	hypothetical protein
cds291	0.00830063	0.000502778	5.3486	hypothetical protein
cds800	0.00820279	0.000393517	4.97753	addiction module toxin
cds1118	0.00782912	0.00103135	3.79837	membrane protein
cds811	0.00717632	0.000608616	5.37307	flagellar basal body rod modification protein
cds887	0.0067844	0.00118194	1.68781	hypothetical protein
cds608	0.0064461	5.69777e-05	3.84252	hypothetical protein
cds310	0.00642246	0	3.67974	hypothetical protein
cds455	0.00640738	0.000392981	4.83761	hypothetical protein
cds896	0.0062179	0.000624095	2.98315	conjugal transfer protein TraG
cds873	0.00596519	0.000744569	4.8617	aspartyl/glutamyl-tRNA amidotransferase subunit C
cds190	0.0055862	0.0005202	5.42895	beta-lactamase HcpA
cds935	0.00554477	0.000955137	4.94444	hypothetical protein
cds187	0.00549737	0.000835459	3.97538	lipopolysaccharide biosynthesis protein
cds145	0.00544402	0.000757624	3.67739	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds607	0.00512268	0.000101576	4.98422	membrane protein
cds1241	0.00491703	0.00025075	2.68235	adenine-specific DNA methyltransferase
cds824	0.00480192	0.00055595	3.88709	hypothetical protein
cds100	0.00472977	0.000877563	6.33333	hypothetical protein
cds1402	0.00462423	0.00068817	4.33333	lipoprotein
cds603	0.00426173	0.000506613	3.63269	integrase/recombinase
cds942	0.0041569	0.000351111	4.02807	membrane protein
cds182	0.00414051	0.000631509	5.01361	50S ribosomal protein L32
cds830	0.00405261	0.000635662	4.7698	GTP cyclohydrolase I
cds934	0.0040323	0.000499679	4.22011	translation initiation factor IF-2
cds1368	0.00397918	0.000491745	4.1793	glutamate permease GltS
cds88	0.00395773	0.00062757	3.87402	membrane protein
cds767	0.00389399	0.000398561	4.41954	D%2CD-heptose 1%2C7-bisphosphate phosphatase
cds195	0.00384497	0.000587223	3.90425	1-deoxy-D-xylulose 5-phosphate reductoisomerase
cds1151	0.00384075	0.00044082	3.88086	tryptophan synthase subunit alpha
cds1181	0.00372797	5.91079e-05	5.26007	50S ribosomal protein L5
cds11	0.0037101	0.000369282	4.20531	hypothetical protein
cds699	0.00370608	4.79517e-05	4.44444	type I restriction-modification system specificity protein
cds1237	0.00368141	0.000551795	4.8271	response regulator
cds908	0.00364456	0.000142774	4.96296	hypothetical protein
cds1255	0.00358782	0.000532736	4.7343	hypothetical protein
cds857	0.00358679	1.85986e-05	3.35556	zinc ribbon domain-containing protein
cds1364	0.00357474	0.00048919	4.65753	membrane protein
cds328	0.00353341	0.00039711	3.87923	UDP-glucose 4-epimerase
cds1117	0.00352259	0.000463182	4.54113	hypothetical protein
cds373	0.00348307	0.000592837	3.22086	hypothetical protein
cds214	0.00346446	0.000287113	4.10484	hypothetical protein
cds239	0.00345834	0.000193912	4.18445	adenine-specific DNA methyltransferase
cds34	0.00344199	0.000330822	5.21409	type IV secretory pathway protein
cds99	0.00343218	0.000370006	4.46264	hypothetical protein
cds917	0.00342553	0.000473479	4.27778	flagellar motor switch protein FliY
cds1418	0.00340547	0.000226706	3.34132	iron(III) ABC transporter substrate-binding protein CeuE
cds851	0.00339207	0.000390507	4.53729	damage-inducible protein CinA
