GeneId	Ks	P2	ReadDepth	GeneProduct
cds1215	0.0481748	0.0246183	5.03497	energy transducer TonB
cds1417	0.0411975	0.00804971	3.70139	iron(III) ABC transporter substrate-binding protein CeuE
cds607	0.0352759	0.00349688	3.71006	membrane protein
cds802	0.0258807	0.00541851	3.45933	membrane protein
cds990	0.0253991	0.00485469	2.02778	LPS biosynthesis protein
cds608	0.0252366	0.00143117	5.0105	hypothetical protein
cds470	0.0233621	0.0021219	3.23185	cag pathogenicity island protein cag7
cds6	0.0230578	0.00297364	2.86719	membrane protein
cds106	0.0223366	0.000308375	1.17965	hypothetical protein
cds1163	0.0211631	0.00138661	4.60288	membrane protein
cds52	0.0198949	0.00137337	4.0228	hypothetical protein
cds1216	0.0192465	0.00224698	2.86657	membrane protein
cds629	0.0159235	0.00121398	4.53202	membrane protein
cds291	0.0134304	0.000154997	1.20102	hypothetical protein
cds187	0.0103058	0.00259192	3.64962	lipopolysaccharide biosynthesis protein
cds1057	0.00960158	0.00220565	2.72326	membrane protein
cds105	0.00935472	0	1.15741	hypothetical protein
cds637	0.00769875	0.000139301	3.3618	membrane protein
cds190	0.00714014	0.000806502	3.34794	beta-lactamase HcpA
cds888	0.00635967	0.00118412	0.241573	integrase/recombinase XerD
cds1130	0.00623481	0	4.77393	preprotein translocase subunit SecG
cds989	0.00608572	0.000692387	3.24833	cinnamyl-alcohol dehydrogenase
cds770	0.00575219	0.000107117	3.36464	plasminogen-binding protein PgbB
cds887	0.00515459	0.000607878	0.273632	hypothetical protein
cds837	0.0049996	0	1.76437	hypothetical protein
cds1118	0.00467985	0.000483445	2.43915	membrane protein
cds310	0.00463231	0	2.85948	hypothetical protein
cds1132	0.00382577	0	5.78548	orotate phosphoribosyltransferase
cds1418	0.00276041	0.000715571	2.82335	iron(III) ABC transporter substrate-binding protein CeuE
cds1162	0.00257819	0	2.15789	hypothetical protein
cds736	0.00246583	0	2.50122	glycosyltransferase
cds145	0.00228957	0	3.03843	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds584	0.00226951	0.000320983	2.58421	fucosyltransferase
cds811	0.00212436	0	3.63245	flagellar basal body rod modification protein
cds983	0.00193973	6.25791e-05	3.50859	beta-lactamase HcpC
cds1274	0.00177364	0	1.37457	type I restriction-modification system specificity protein
cds26	0.00164674	0.000307765	2.60887	hypothetical protein
cds640	0.00159966	0.000158636	3.12857	membrane protein
cds523	0.00133854	0.00010861	1.95385	periplasmic protein TonB
cds1294	0.00122961	0	3.47172	KpsF/GutQ family protein
cds563	0.00114485	2.0798e-05	3.10899	hypothetical protein
cds769	0.00111396	0	4.26488	pantothenate kinase
cds179	0.00105158	0	3.38946	S-adenosylmethionine synthetase
cds48	0.00104347	0	2.49708	hypothetical protein
cds1105	0.00102379	0	3.57964	aspartokinase
cds21	0.000982633	3.13836e-05	3.07959	membrane protein
cds942	0.000938717	0	2.98713	membrane protein
cds701	0.00085169	0	4.0572	Fis family transcriptional regulator
cds751	0.000657818	0	2.76818	thiamine-phosphate pyrophosphorylase
cds271	0.000649398	0	3.66586	flagellar hook-associated protein FlgL
cds28	0.000565858	0	2.50725	ATP-dependent Clp protease adapter protein
cds716	0.00055194	2.06631e-05	3.27073	iron(III) dicitrate transport protein FecA
cds1230	0.000537337	0	1.97239	membrane protein
cds771	0.000516398	3.77593e-05	3.22222	hypothetical protein
cds67	0.000513624	0	1.8876	membrane protein
cds474	0.000431114	0	0.929985	cag pathogenicity island protein cag11
cds594	0.000378922	0	3.55787	ribonuclease H
cds1179	0.000371215	0	4.76768	30S ribosomal protein S8
cds1224	0.000349404	0	2.95435	protease
cds613	0.000348023	0	3.36195	succinyl-CoA:3-ketoacid-CoA transferase subunit A
cds1270	0.00034383	9.68965e-05	2.54251	iron(III) dicitrate transport protein FecA
cds356	0.000342907	0	3.58635	chemotaxis protein CheW
cds384	0.000339104	0	3.171	arginine decarboxylase
cds344	0.000333996	2.2671e-05	2.42567	fucosyltransferase
cds956	0.000332895	0	2.68235	hypothetical protein
cds1424	0.0003224	0	5.72283	hypothetical protein
cds1308	0.000315906	0	2.65784	biopolymer transport protein ExbB
