GeneId	Ks	P2	ReadDepth	GeneProduct
cds896	0.126996	0.0428969	6.43446	conjugal transfer protein TraG
cds888	0.0333372	0.0113192	4.12734	integrase/recombinase XerD
cds607	0.0312153	0.00428963	4.60947	membrane protein
cds1274	0.0247571	0.00130241	10.2509	type I restriction-modification system specificity protein
cds1254	0.0202988	0	8.3706	hypothetical protein
cds385	0.0197727	0.00296626	2.01834	hypothetical protein
cds1280	0.0160847	0.00220763	3.27832	hypothetical protein
cds905	0.0147768	0.00341291	3.41923	amino acid permease
cds983	0.0137737	0.0016889	3.85911	beta-lactamase HcpC
cds1158	0.0113365	0.00202534	3.92891	heptosyltransferase
cds608	0.011132	0.00201182	4.74541	hypothetical protein
cds1057	0.00922055	0.0013506	2.32503	membrane protein
cds887	0.00464537	0.000732364	4.41667	hypothetical protein
cds310	0.00412427	0	5.07843	hypothetical protein
cds107	0.00256697	0	2.20551	hypothetical protein
cds1204	0.00256418	0.000116503	5.18966	hypothetical protein
cds1336	0.00223808	0.000274971	3.52604	amidophosphoribosyltransferase
cds69	0.00149575	0.000437723	3.12346	hypothetical protein
cds395	0.00148681	0.00023338	3.60226	DNA topoisomerase I
cds667	0.00138885	0.000159464	3.42496	hypothetical protein
cds1067	0.00110859	0	1.94041	hypothetical protein
cds846	0.00107049	4.33881e-05	4.24242	hypothetical protein
cds1129	0.00106203	0	3.68326	malonyl-acyl carrier protein O-methyltransferase BioC
cds526	0.000924188	1.2309e-05	3.03805	endonuclease III
cds31	0.00091707	0	4.44558	nucleoid-associated protein
cds802	0.000915523	9.59462e-06	3.27504	membrane protein
cds1186	0.000901422	0	3.98357	50S ribosomal protein L16
cds603	0.000850079	1.00646e-05	2.76217	integrase/recombinase
cds54	0.000834857	0	3.70904	hypothetical protein
cds163	0.000815062	0	3.53427	ABC transporter ATP-binding protein
cds1425	0.000799735	1.49804e-05	3.78283	hypothetical protein
cds1118	0.00079453	0	2.51135	membrane protein
cds1232	0.000752921	7.82967e-06	2.86102	4-hydroxybenzoate octaprenyltransferase
cds141	0.000708461	0	5.36594	hypothetical protein
cds873	0.000706143	4.21628e-05	4.86525	aspartyl/glutamyl-tRNA amidotransferase subunit C
cds944	0.000656358	0	3.06027	3-methyl-2-oxobutanoate hydroxymethyltransferase
cds274	0.000648965	0	2.96121	dipeptide ABC transporter substrate-binding protein DppA
cds52	0.000636044	3.40672e-05	3.51442	hypothetical protein
cds116	0.00063105	0	4.62911	hypothetical protein
cds309	0.000627402	0	4.27901	Holliday junction resolvase-like protein
cds760	0.000622181	1.69693e-05	2.94944	ABC transporter ATP-binding protein
cds784	0.000621805	1.21729e-05	3.85865	Holliday junction resolvase
cds1036	0.000596582	5.44117e-06	3.35876	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
cds1311	0.00058759	0	3.73251	ribonuclease P protein component
cds553	0.000582674	0	3.05096	chemotaxis protein CheV
cds585	0.000573404	0	3.36058	phosphoserine phosphatase SerB
