GeneId	Ks	P2	ReadDepth	GeneProduct
cds584	0.0365536	0.0045816	3.8218	fucosyltransferase
cds205	0.0283453	0.00603627	5.4499	membrane protein
cds1163	0.0258531	0.00275591	10.3292	membrane protein
cds1280	0.0225532	0.00436389	2.62028	hypothetical protein
cds1215	0.0218404	0.00900578	6.27389	energy transducer TonB
cds629	0.0218077	0.0032274	10.06	membrane protein
cds1216	0.0212832	0.0038603	4.70087	membrane protein
cds20	0.0197603	0.00109669	3.53763	hypothetical protein
cds470	0.0193298	0.00298844	4.97234	cag pathogenicity island protein cag7
cds1316	0.0173195	0.00241569	6.13119	membrane protein
cds448	0.0168544	0.00132613	5.24711	DNA polymerase III subunit beta
cds802	0.0160421	0.00293318	5.68124	membrane protein
cds1162	0.0147423	2.70751e-05	7.77444	hypothetical protein
cds990	0.0145615	0.000842123	6.05401	LPS biosynthesis protein
cds187	0.0143715	0.00162486	4.41288	lipopolysaccharide biosynthesis protein
cds6	0.0140609	0.00206103	5.35013	membrane protein
cds607	0.0127911	0.000838529	1.49507	membrane protein
cds1057	0.0121045	0.00276602	4.49325	membrane protein
cds107	0.0118614	0.000198974	3.44444	hypothetical protein
cds608	0.0103359	0.000368714	4.72178	hypothetical protein
cds865	0.0100198	0.0011392	0.121818	hypothetical protein
cds310	0.00915473	0.000500147	6.27124	hypothetical protein
cds447	0.00882401	0.000372388	5.20693	phospholipase A1
cds26	0.00862048	0.0010479	6.72783	hypothetical protein
cds924	0.00813313	0.000459132	5.94643	3-dehydroquinate dehydratase
cds983	0.00800293	0.00178472	6.04353	beta-lactamase HcpC
cds21	0.00788571	0.00131525	4.51217	membrane protein
cds459	0.00752196	0.00137939	5.03315	ATP-dependent protease peptidase subunit HslV
cds428	0.00742392	0.000973456	4.76902	membrane protein
cds1417	0.00730582	0.000838593	5.26488	iron(III) ABC transporter substrate-binding protein CeuE
cds446	0.0072711	0.000522259	5.08653	sodium- and chloride-dependent transporter
cds784	0.00712838	0.000600422	5.89451	Holliday junction resolvase
cds1132	0.00699282	0.0010465	5.52475	orotate phosphoribosyltransferase
cds989	0.00677231	0.000615656	6.15855	cinnamyl-alcohol dehydrogenase
cds250	0.00671812	0.000723019	5.13534	hypothetical protein
cds171	0.00660667	0.00153373	6.39888	hypothetical protein
cds795	0.00652781	0.000555879	5.10703	iron chelatin transport system permease
cds1115	0.00650138	0.00124017	5.1815	Maf-like protein
cds1422	0.00632956	0.000704399	5.58333	membrane protein
cds513	0.00632438	0.000791121	5.58704	adenine phosphoribosyltransferase
cds770	0.00606831	0.000372393	5.64948	plasminogen-binding protein PgbB
cds612	0.00593148	0.000660914	5.28656	acetyl CoA acetyltransferase
cds1253	0.00587194	0.000957099	5.39186	hypothetical protein
cds179	0.00585896	0.00077105	5.04836	S-adenosylmethionine synthetase
cds1314	0.00585235	0.000936763	5.96981	hypothetical protein
cds798	0.00585003	0.000607067	6.38462	addiction module toxin
cds1084	0.00584491	0.000931577	7.61635	50S ribosomal protein L33
cds344	0.00579852	0.000503204	6.14241	fucosyltransferase
cds288	0.00579436	0.000861399	5.0528	ATP-binding protein
cds1156	0.00573688	0.000446796	5.64005	anthranilate synthase component I
cds94	0.00566591	0.000669533	5.28664	cysteine synthetase CysK
cds639	0.00564671	0.00081425	4.58483	anaerobic C4-dicarboxylate transporter
cds1177	0.00561595	0.000584132	6.97199	50S ribosomal protein L18
cds449	0.00557267	0.000383136	4.81094	DNA gyrase subunit B
cds638	0.00551201	0.000675152	5.11178	L-asparaginase II
cds735	0.00549935	0.00088486	5.89637	thioredoxin reductase
cds1402	0.0054607	0.000977449	5.51462	lipoprotein
cds617	0.00545913	0.000747653	5.96388	acetone carboxylase subunit alpha
cds357	0.0053761	0.000737303	5.4461	histidine kinase CheA
cds200	0.00529624	0.000632623	5.48012	nitrogen fixation protein NifU
cds627	0.00528564	0.000450409	4.42029	hypothetical protein
cds194	0.0052816	0.00053918	4.82896	phosphatidate cytidylyltransferase
cds1118	0.0052769	0.000349363	4.13215	membrane protein
cds628	0.00525399	0.000436423	5.00332	S-adenosyl-l-methionine hydroxide adenosyltransferase
cds878	0.00524813	0.000139385	0.953795	hypothetical protein
cds618	0.00524558	0.000301685	6.50493	acetone carboxylase subunit gamma
cds1054	0.00523689	0.000464268	5.73188	hypothetical protein
cds938	0.00520495	0.000515382	6.00676	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
cds698	0.00520326	0	1.97959	hypothetical protein
cds1126	0.00518504	0.000675043	5.34957	oligopeptide ABC transporter permease OppB
cds81	0.00516276	0.000535298	4.78177	type II restriction-modification system methyltransferase
cds585	0.00515141	0.000733687	5.72596	phosphoserine phosphatase SerB
cds577	0.00513706	0.000530599	5.76871	membrane protein
cds168	0.00511873	0.000664424	6.02394	hypothetical protein
cds1042	0.00511274	0.0006051	5.73333	flavodoxin FldA
cds1147	0.0050609	0.000566136	5.53293	NADH-quinone oxidoreductase subunit N
cds1036	0.00503948	0.000496541	5.35499	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
cds124	0.00500442	0.000578904	5.11792	hypothetical protein
cds794	0.00500032	0.000588194	4.8776	iron chelatin transport ATP-binding protein
cds1308	0.00499781	0.000417864	7.35541	biopolymer transport protein ExbB
cds1267	0.00499715	0.000528662	5.35802	membrane protein
cds701	0.00499214	0.000388677	5.05654	Fis family transcriptional regulator
cds195	0.00495026	0.000715118	4.90244	1-deoxy-D-xylulose 5-phosphate reductoisomerase
cds1286	0.00492742	0.000590849	5.2359	UDP-N-acetylenolpyruvoylglucosamine reductase
cds1350	0.0049152	0.000540264	5.45628	hypothetical protein
cds445	0.00488162	0.000386851	5.00752	sodium- and chloride-dependent transporter
cds1396	0.0048486	0.000482825	5.73214	ubiquinol cytochrome c oxidoreductase Rieske 2Fe-2S subunit
cds551	0.0047651	0.000391371	5.97619	hypothetical protein
cds1281	0.0047346	0.000452616	6.00895	7-cyano-7-deazaguanine reductase
cds1441	0.00470075	0.000503667	5.46261	flagellar basal body rod protein FlgG
cds932	0.00470038	0.000567031	5.38322	ribosome maturation factor RimP
cds626	0.00469758	0.000539693	4.54369	rRNA small subunit methyltransferase H
cds1359	0.00469138	0.000656107	6.00745	50S ribosomal protein L25/general stress protein Ctc
cds264	0.00467616	0.000328687	5.00211	membrane protein
cds1045	0.00466876	0.000366808	5.34359	thioredoxin reductase
cds757	0.00466816	0.000578891	4.79861	type I restriction-modification system methyltransferase
cds667	0.00465767	0.00024187	5.48025	hypothetical protein
cds335	0.00464032	0.000242308	5.30211	biotin carboxylase
cds1289	0.00463968	0.000469935	5.97158	type IV secretion system ATPase
cds298	0.00463343	0.000663707	6.21179	nuclease NucT
cds1083	0.00463032	0.000496206	7.54444	preprotein translocase subunit SecE
cds1100	0.00459533	0.000226023	5.40675	uroporphyrinogen-III synthase
cds963	0.00459165	0.000678709	4.87751	nickel transport protein NixA
cds708	0.00457325	0.000601893	5.89266	molybdopterin adenylyltransferase
cds641	0.00457212	0.000451223	4.60784	membrane protein
cds511	0.00456704	0.000510382	4.7277	cytosol aminopeptidase
cds917	0.00456424	0.000603491	5.28819	flagellar motor switch protein FliY
cds328	0.00453905	0.000772121	5.29372	UDP-glucose 4-epimerase
cds772	0.00453887	0.000551925	5.3653	deoxyuridine 5'-triphosphate nucleotidohydrolase
cds555	0.00453763	0.000422107	5.57292	adenylate kinase
cds22	0.00452782	0.000419524	5.11397	type II citrate synthase
cds596	0.00451362	0.000455736	5.14572	chorismate synthase
cds1405	0.00450814	0.000490471	5.62243	preprotein translocase subunit SecF
cds1039	0.00450098	0.000468241	4.57494	pyrroline-5-carboxylate reductase
cds434	0.00448615	0.000447195	5.85822	membrane protein
cds494	0.00448041	0.000462662	4.66319	rRNA small subunit methyltransferase I
cds1	0.00447681	0.000212065	6.07643	6%2C7-dimethyl-8-ribityllumazine synthase
cds330	0.00446716	0.000410755	5.22447	permease
cds1186	0.0044632	0.000489876	7.0892	50S ribosomal protein L16
cds643	0.00445534	0.000342141	4.5816	tRNA(Ile)-lysidine synthetase
cds285	0.00444932	0.000397561	5.07509	amidohydrolase
cds718	0.00444276	0.000442276	5.69746	flagellar basal body protein FliL
cds1413	0.00444073	0.00045436	6.52121	flagellar hook-basal body protein FliE
cds1193	0.0044347	0.000215659	5.68229	50S ribosomal protein L3
cds1207	0.00441582	0.000714485	4.85117	hypothetical protein
cds805	0.00441312	0.000820318	7.10684	hydrogenase expression/formation protein HypC
cds102	0.00440981	0.000708039	5.04272	flagellin B
cds503	0.00438686	0.00106773	6.16432	30S ribosomal protein S21
cds1016	0.00438603	0.000499012	5.29362	ATP synthase subunit beta
cds1224	0.00434779	0.000790114	5.20435	protease
cds616	0.00434535	0.000467548	5.51074	acetone carboxylase subunit beta
cds117	0.00434268	0.000529994	5.32636	hypothetical protein
cds935	0.00433259	0.000641815	6.54444	hypothetical protein
cds1287	0.00433133	0.000311973	7.13109	flagellar biosynthesis protein FliQ
cds274	0.00432642	0.000615482	5.03818	dipeptide ABC transporter substrate-binding protein DppA
cds582	0.00431513	0.000395558	5.26013	aspartate ammonia-lyase
cds1116	0.00429627	0.000446709	5.07862	alanine--tRNA ligase
cds1166	0.00428756	0.000202782	5.60969	50S ribosomal protein L17
cds178	0.0042865	0.000446379	5.44807	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
cds1418	0.00428574	0.00101507	5.08184	iron(III) ABC transporter substrate-binding protein CeuE
cds172	0.00428428	0.000804673	4.88469	hypothetical protein
cds703	0.00427453	0.00044639	5.70051	ATP-dependent Clp protease proteolytic subunit
cds180	0.0042549	0.000359863	5.76329	nucleoside diphosphate kinase
cds764	0.00425373	0.000387913	4.98618	phosphoheptose isomerase
cds642	0.00425056	0.000317728	5.01722	tRNA-dihydrouridine synthase
cds1055	0.00423636	0.000816088	4.75408	glucose/galactose transporter GluP
cds352	0.00423302	0.000342536	5.01022	primosome assembly protein PriA
cds797	0.00423166	0.000467309	5.61905	acyl-CoA thioesterase
cds662	0.00422135	0.000400091	5.26268	peptidase M23
cds868	0.00421084	0.000668653	5.03519	nickel-cobalt-cadmium resistance protein NccB
cds808	0.00420529	0.000557643	5.81667	hypothetical protein
cds955	0.00420099	0.000432127	5.03054	cell division protein FtsH
cds29	0.00419182	0.000405141	4.87062	ATP-dependent Clp protease ATP-binding subunit ClpA
cds337	0.00417633	0.000413101	5.53578	deoxycytidine triphosphate deaminase
cds98	0.00417206	0.000289099	4.96631	heat-inducible transcription repressor
cds1219	0.00416414	0.000336641	5.11332	phosphoglycerate kinase
cds16	0.00416144	0.000444186	5.69565	chemotaxis protein CheV
cds1351	0.00416142	0.00037561	5.68384	membrane protein
cds702	0.00416095	0.000578349	4.78857	peptide deformylase
cds1198	0.00415071	0.00053679	6	hypothetical protein
cds319	0.00413843	0.000312648	4.43797	membrane protein
cds257	0.00411851	0.000332621	4.87814	queuine tRNA-ribosyltransferase
cds1293	0.00411731	0.000395317	4.94879	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
cds96	0.0041162	0.000357876	5.26087	molecular chaperone DnaK
