GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0427981	0.0147074	5.80712	integrase/recombinase XerD
cds998	0.0337925	0.0049285	3.33333	membrane protein
cds1316	0.03189	0.00685235	3.52075	membrane protein
cds571	0.0302503	0.00110944	6.18301	membrane protein
cds990	0.0300157	0.00263305	4.78164	LPS biosynthesis protein
cds337	0.0277526	0.0034361	4.04538	deoxycytidine triphosphate deaminase
cds932	0.0272162	0.00210878	4.03401	ribosome maturation factor RimP
cds718	0.0271699	0.00229316	3.99094	flagellar basal body protein FliL
cds717	0.0270285	0.00253406	4.43889	holo-[acyl-carrier-protein] synthase
cds716	0.0268559	0.00326083	2.74535	iron(III) dicitrate transport protein FecA
cds938	0.0266174	0.00284755	3.50901	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
cds1271	0.02626	0.00193403	4.16384	metal-dependent hydrolase
cds934	0.0261669	0.00145216	2.68924	translation initiation factor IF-2
cds935	0.0244768	0.00125799	5.22222	hypothetical protein
cds974	0.0233501	0.00190995	2.93614	transketolase
cds597	0.0225677	0.00288925	3.59302	hypothetical protein
cds939	0.0218257	0.00178802	3.59633	septum site-determining protein MinC
cds933	0.020026	0.00132638	4.6875	ribosome-binding factor A
cds975	0.0173429	0.00187668	2.99273	hypothetical protein
cds330	0.0168379	0.00157725	3.11079	permease
cds973	0.016395	0.00151032	3.30605	bifunctional riboflavin kinase/FMN adenylyltransferase
cds430	0.0160665	0.000882209	3.33569	glycosyltransferase family protein
cds971	0.0155161	0.000943728	4.17636	hypothetical protein
cds999	0.0144432	0.00134396	2.89934	excinuclease ABC subunit B
cds429	0.0133782	0.000537473	3.1746	adenine-specific DNA methyltransferase
cds428	0.0127191	0.000471677	3.4212	membrane protein
cds972	0.0113187	7.39946e-05	3.45056	hemolysin
cds937	0.0106452	0.000512067	3.96927	hypothetical protein
cds1272	0.0106334	0.000120393	3.06573	type I restriction-modification system endonuclease
cds983	0.0105495	0.00217042	3.29553	beta-lactamase HcpC
cds970	0.0103752	0.000764301	3.30952	aspartate carbamoyltransferase
cds940	0.00711248	0.000586811	3.09062	hypothetical protein
cds754	0.00703601	0.00101521	2.85467	type I restriction-modification system endonuclease
cds470	0.00692936	0.00086746	2.98721	cag pathogenicity island protein cag7
cds328	0.00689807	0.00113189	3.6686	UDP-glucose 4-epimerase
cds989	0.00647783	0.00107077	3.78128	cinnamyl-alcohol dehydrogenase
cds336	0.00589114	0.000249814	4	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
cds1241	0.00574982	0.00194841	3.09216	adenine-specific DNA methyltransferase
cds489	0.0056446	0.000145512	5.62719	cag pathogenicity island protein
cds329	0.00519833	0	3.59671	tRNA pseudouridine synthase A
cds601	0.00512962	0.000316853	3.26076	membrane protein
cds770	0.00507111	0.000237415	3.22652	plasminogen-binding protein PgbB
cds1254	0.00503485	0	6.5383	hypothetical protein
cds310	0.00502511	0	5.25163	hypothetical protein
cds889	0.0049828	0.001162	3.19024	hypothetical protein
cds1196	0.00452778	0.000299545	3.79208	hypothetical protein
cds482	0.00442281	0	3.32112	cag pathogenicity island protein cag19
cds486	0.00433438	0.000302065	3.14634	type IV secretion/conjugal transfer ATPase
cds1067	0.00398417	0	1.82556	hypothetical protein
cds335	0.00395609	9.78771e-07	3.64851	biotin carboxylase
cds1158	0.00370418	0.000291533	3.13353	heptosyltransferase
cds1428	0.00361897	0.000653234	3.33065	lytic transglycosylase
cds629	0.00360784	0.000340309	6.07665	membrane protein
cds1427	0.00360481	0.000446896	3.13608	rare lipoprotein A RlpA
cds1201	0.00342375	0.000196263	3.35755	membrane protein
cds1202	0.00312954	0.000202928	3.29597	hypothetical protein
cds936	0.00311355	8.37096e-05	3.25057	homoserine kinase
cds1426	0.00284232	0.000408582	3.98384	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase
cds598	0.0028022	0.000390005	2.95269	coproporphyrinogen III oxidase
cds1270	0.00274919	0.000130583	2.81455	iron(III) dicitrate transport protein FecA
cds355	0.00269319	0.000125792	4.1976	2-Cys peroxiredoxin
cds107	0.00266031	4.70957e-05	2.27652	hypothetical protein
cds1425	0.00264732	0.000317376	3.68182	hypothetical protein
cds1347	0.00262589	0.000510069	3.87248	membrane protein
cds1197	0.00261808	0.000181475	3.3381	ribonuclease HII
cds513	0.00261521	0.000287831	3.77407	adenine phosphoribosyltransferase
cds265	0.00256626	0.000196431	2.52776	toxin-like outer membrane protein
cds551	0.00245699	0.000195268	6.78869	hypothetical protein
cds21	0.00245484	0.000128691	2.73736	membrane protein
cds1438	0.0024155	0.000213613	3.48035	pyridoxine 5'-phosphate synthase
cds883	0.00236385	8.68319e-05	3.95299	hypothetical protein
cds1232	0.00222107	0.000172808	3.21017	4-hydroxybenzoate octaprenyltransferase
cds516	0.00220798	0.000178713	3.66667	peptidase
cds1435	0.0021293	0.000195992	3.73427	hypothetical protein
cds515	0.00212689	0.000207681	4.05044	ribose-5-phosphate isomerase B
cds1436	0.00208913	0.000144357	3.4902	hypothetical protein
cds1433	0.00201456	6.32452e-05	3.32407	ABC transporter permease
cds1429	0.00198112	0.00011674	3.81307	hydrolase TatD
cds18	0.00196951	0.00011721	3.59511	lipid A 1-phosphatase
cds426	0.0019504	0.000222038	3.13659	molybdenum ABC transporter ATP-binding protein ModD
cds1422	0.00192455	0	3.91667	membrane protein
cds11	0.001918	0.000122994	3.6244	hypothetical protein
cds1159	0.00191242	0.000179321	3.55844	hypothetical protein
cds536	0.00183833	0.000115181	2.70197	hypothetical protein
cds1336	0.001802	9.65387e-05	3.94792	amidophosphoribosyltransferase
cds1218	0.0017971	0.000156879	3.45768	magnesium transport protein CorA
cds719	0.00177487	0	3.62023	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
cds463	0.00176164	0	3.30084	Sel1 repeat-containing protein
cds691	0.00173646	7.80269e-05	3.23101	hypothetical protein
cds479	0.0017334	4.53291e-05	3.47922	cag pathogenicity island protein cag16
cds1432	0.00168793	8.00241e-05	3.22866	DL-methionine transporter ATP-binding subunit
cds1424	0.00167932	6.28108e-05	3.85145	hypothetical protein
cds425	0.00164861	0.000282477	3.75407	molybdenum ABC transporter permease ModB
cds943	0.00162253	0	3.46335	membrane protein
