GeneId	Ks	P2	ReadDepth	GeneProduct
cds989	0.0788586	0.0187535	1.02579	cinnamyl-alcohol dehydrogenase
cds607	0.0397401	0.00358934	0.798817	membrane protein
cds612	0.0357323	0.00530965	0.653061	acetyl CoA acetyltransferase
cds1314	0.0337137	0.00625179	0.806289	hypothetical protein
cds1312	0.0320222	0.00501516	0.909605	membrane protein insertion efficiency factor
cds1316	0.0308674	0.00367857	0.691656	membrane protein
cds1156	0.0299501	0.00272205	0.722555	anthranilate synthase component I
cds1060	0.0252722	0.00329786	0.61257	pyrimidine nucleoside transport protein NupC
cds1070	0.0244461	0.00169102	0.825714	ADP-heptose-LPS heptosyltransferase II RfaF
cds613	0.0240505	0.0022733	0.692418	succinyl-CoA:3-ketoacid-CoA transferase subunit A
cds470	0.023781	0.00371218	0.959716	cag pathogenicity island protein cag7
cds448	0.022721	0.00189786	0.963556	DNA polymerase III subunit beta
cds102	0.0225769	0.0026901	0.653074	flagellin B
cds299	0.0223655	0.00316559	0.828758	membrane protein
cds193	0.0223238	0.00240873	0.610609	carboxylate transporter
cds1334	0.0214141	0.00212423	0.422948	hypothetical protein
cds344	0.0213693	0.000582194	0.820814	fucosyltransferase
cds36	0.0201526	0.00116117	0.751309	GDP-D-mannose dehydratase
cds835	0.0199896	0.00281561	0.847737	hypothetical protein
cds1197	0.0199399	0.00140655	0.973016	ribonuclease HII
cds983	0.0198359	0.0042636	0.726231	beta-lactamase HcpC
cds834	0.0195971	0.00145143	0.751323	7-carboxy-7-deazaguanine synthase
cds298	0.0179814	0.00131081	0.94291	nuclease NucT
cds1067	0.0176303	0.000877636	0.798791	hypothetical protein
cds1159	0.0175116	0.000908557	1.1544	hypothetical protein
cds213	0.0170985	0.000969642	0.723783	beta-lactamase HcpE
cds212	0.0169451	0.000876891	1.02637	membrane protein
cds1061	0.0168304	0.00210911	0.692943	multidrug transporter
cds103	0.0163912	0.00162133	0.748982	DNA topoisomerase I
cds802	0.0160944	0.00193733	0.743771	membrane protein
cds905	0.015943	0.0040258	0.953205	amino acid permease
cds1313	0.0157128	0.000920207	0.710462	membrane protein insertase YidC
cds116	0.0149817	0.00089734	1.26291	hypothetical protein
cds1030	0.0143977	0.0014364	1.16937	ribosome maturation factor RimM
cds437	0.0142862	0.00116827	0.747748	hypothetical protein
cds1315	0.0142614	0.00134861	0.848485	tRNA modification GTPase TrmE
cds977	0.0141939	0.000825505	0.699454	alpha-ketoglutarate permease
cds816	0.0140713	0.00154225	0.589147	membrane protein
cds614	0.0139712	0.000605759	0.844551	succinyl-CoA:3-ketoacid-CoA transferase subunit B
cds852	0.0130289	0.0015146	1.05291	hypothetical protein
cds196	0.0123455	0.000609212	0.769029	beta-1%2C4-N-acetylgalactosamyltransferase
cds1196	0.0119888	0.000669693	1.14356	hypothetical protein
cds1254	0.0111126	0	2.70807	hypothetical protein
cds608	0.0110816	0	0.587927	hypothetical protein
cds297	0.0110807	0.000482198	0.949934	poly E-rich protein
cds194	0.0110375	0.0012289	0.806492	phosphatidate cytidylyltransferase
cds1160	0.0107465	0.00192351	1.14572	hypothetical protein
