GeneId	Ks	P2	ReadDepth	GeneProduct
cds607	0.0514374	0.00593624	7.18738	membrane protein
cds187	0.0486402	0.0106152	4.97348	lipopolysaccharide biosynthesis protein
cds888	0.0286395	0.00826736	8.67322	integrase/recombinase XerD
cds1165	0.028461	0.00223552	6.69593	thiamine pyrophosphokinase
cds873	0.025812	0.00313851	10.8546	aspartyl/glutamyl-tRNA amidotransferase subunit C
cds905	0.0221384	0.00470313	4.29615	amino acid permease
cds1280	0.0173536	0.00158157	3.38188	hypothetical protein
cds608	0.0136411	0.000931341	5.98163	hypothetical protein
cds800	0.00900468	6.29757e-06	12.176	addiction module toxin
cds1241	0.00884165	0.000276214	4.20294	adenine-specific DNA methyltransferase
cds1274	0.00593354	0	5.91753	type I restriction-modification system specificity protein
cds344	0.00544313	0.00140642	3.26213	fucosyltransferase
cds310	0.00508782	0	6.23203	hypothetical protein
cds699	0.00483087	0	3.26389	type I restriction-modification system specificity protein
cds1310	0.00438457	0	9.68148	50S ribosomal protein L34
cds630	0.0037477	4.49102e-06	3.97871	competence protein ComGF
cds470	0.00297943	0.000289016	3.60633	cag pathogenicity island protein cag7
cds584	0.00285515	0.000643427	3.98742	fucosyltransferase
cds872	0.00270833	0.000112911	4.51152	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
cds770	0.00264936	0.000110634	4.35052	plasminogen-binding protein PgbB
cds1336	0.00187088	0.000158053	4.4809	amidophosphoribosyltransferase
cds468	0.00132491	0.000147264	4.60222	type IV secretion system ATPase
cds871	0.00127003	0	3.78908	hypothetical protein
cds1345	0.00121055	4.08389e-05	6.24138	exodeoxyribonuclease VII small subunit
cds769	0.00112208	0	4.27083	pantothenate kinase
cds197	0.00106299	1.33609e-05	5.36051	phospholipid-binding protein
cds1437	0.00101938	7.96389e-05	3.70821	glycosyltransferase
cds1253	0.00098144	2.91715e-05	5.07888	hypothetical protein
cds801	0.000910612	4.96544e-05	7.25397	hypothetical protein
cds145	0.000873983	0.000140766	4.39768	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds1078	0.000866944	1.81882e-05	5.7619	50S ribosomal protein L7/L12
cds1402	0.00086129	1.38696e-05	5.07018	lipoprotein
cds1105	0.000821476	0	3.97455	aspartokinase
cds3	0.000798641	0	4.53904	carbonic anhydrase IcfA
cds1373	0.000795742	0	4.80734	hypothetical protein
cds1211	0.000757836	1.4788e-05	5.05143	nicotinate-nucleotide adenylyltransferase
cds1088	0.000751542	6.07012e-05	3.49495	adenine-specific DNA methyltransferase
cds1413	0.000716179	0	5.84545	flagellar hook-basal body protein FliE
cds510	0.000671668	3.13352e-05	4.14623	GTP-binding protein
cds1232	0.000642184	8.69992e-06	3.30056	4-hydroxybenzoate octaprenyltransferase
cds184	0.000640743	6.74561e-06	3.75301	3-oxoacyl-ACP synthase III
cds1162	0.00063515	0	2.98997	hypothetical protein
cds208	0.00062899	0	4.13934	3-deoxy-manno-octulosonate cytidylyltransferase
cds990	0.000626367	0	6.89506	LPS biosynthesis protein
cds330	0.000615892	6.6051e-06	4.17726	permease
cds1210	0.000614391	3.53887e-06	4.50262	hypothetical protein
cds467	0.000610633	1.2906e-05	3.90565	type IV secretion system protein
cds1390	0.00059484	9.0556e-06	5.00144	thymidylate synthase
cds747	0.000580456	3.57711e-06	3.47676	hypothetical protein
