GeneId	Ks	P2	ReadDepth	GeneProduct
cds608	0.0373737	0.000657865	2.53018	hypothetical protein
cds1316	0.0349272	0.00854896	2.54395	membrane protein
cds607	0.0321572	0.00287205	2.74162	membrane protein
cds584	0.0245337	0.00086379	1.7638	fucosyltransferase
cds21	0.0226418	0.00319371	2.29963	membrane protein
cds437	0.0143472	0.00143689	2.03604	hypothetical protein
cds699	0.0135561	0.00177865	1.76003	type I restriction-modification system specificity protein
cds470	0.0113802	0.00144031	2.11255	cag pathogenicity island protein cag7
cds1000	0.0105298	0.000911366	2.1441	hypothetical protein
cds989	0.00987824	0.0020579	2.69532	cinnamyl-alcohol dehydrogenase
cds802	0.00659825	0.000407006	1.28303	membrane protein
cds800	0.00651324	0.000541463	12.6479	addiction module toxin
cds1067	0.00646211	0	1.86183	hypothetical protein
cds1162	0.00625507	0	3.36591	hypothetical protein
cds107	0.00615843	0.000480707	1.66082	hypothetical protein
cds310	0.00448851	0	3.73529	hypothetical protein
cds335	0.00438313	9.02902e-06	2.61147	biotin carboxylase
cds1163	0.00382947	0	2.59877	membrane protein
cds770	0.0036652	8.02168e-05	2.31983	plasminogen-binding protein PgbB
cds1118	0.00321956	0.000339638	1.96639	membrane protein
cds629	0.00239864	0	4.09884	membrane protein
cds811	0.00215902	1.10679e-05	2.36534	flagellar basal body rod modification protein
cds550	0.00207253	0.000453875	3.64103	ABC transporter ATP-binding protein
cds100	0.00202954	5.28903e-05	3.41751	hypothetical protein
cds804	0.00202054	3.51622e-05	2.35759	hydrogenase expression/formation protein HypD
cds924	0.00166216	7.02564e-05	2.52381	3-dehydroquinate dehydratase
cds742	0.00150598	0.000142168	2.35868	polyamine aminopropyl transferase
cds458	0.00148788	8.16484e-06	2.88962	50S ribosomal protein L9
cds523	0.00146473	2.7073e-05	1.16103	periplasmic protein TonB
cds1336	0.00142151	0.000102685	2.77604	amidophosphoribosyltransferase
cds803	0.00132348	0	2.69219	hypothetical protein
cds1166	0.00124616	3.08159e-05	2.68376	50S ribosomal protein L17
cds1032	0.00124332	0	3.671	30S ribosomal protein S16
cds1232	0.0012091	2.4921e-05	2.23164	4-hydroxybenzoate octaprenyltransferase
cds555	0.00119466	0	2.48785	adenylate kinase
cds769	0.0011911	0	2.42411	pantothenate kinase
cds444	0.00115799	0	2.99502	acyl-CoA thioesterase YbgC
cds6	0.00112852	0.000161685	3.71339	membrane protein
cds418	0.00111969	5.12983e-05	2.94828	membrane protein
cds94	0.00108536	9.36737e-05	2.31162	cysteine synthetase CysK
cds1002	0.0010385	7.81367e-05	2.5642	Sel1 repeat-containing protein
cds99	0.000988057	0	2.86638	hypothetical protein
cds789	0.000982261	0	2.45833	Holliday junction DNA helicase RuvA
cds124	0.000982219	1.10181e-05	2.65252	hypothetical protein
cds48	0.000947251	0	2.50526	hypothetical protein
cds1087	0.000946947	0	2.41106	hypothetical protein
cds558	0.000939075	2.48506e-05	3.06336	membrane protein
cds448	0.000937077	3.40788e-05	2.19467	DNA polymerase III subunit beta
cds371	0.000922219	0	2.62098	hypothetical protein
cds611	0.000911086	4.36153e-05	2.02955	ferrous iron transport protein FeoB
cds1367	0.000903507	4.32458e-05	2.19807	hypothetical protein
cds68	0.00088894	5.29506e-05	1.74609	membrane protein
cds186	0.000884056	0	2.11219	multiple resistance/pH adaption protein mrp
cds896	0.000879568	0	3.18914	conjugal transfer protein TraG
cds1201	0.000868866	9.92927e-06	2.25989	membrane protein
cds1419	0.000867082	6.84503e-06	2.84255	peroxiredoxin
cds575	0.000865868	0	2.25229	NAD(P)H nitroreductase
cds916	0.00086441	1.82144e-05	2.73743	hypothetical protein
cds446	0.000860767	1.60871e-05	2.06546	sodium- and chloride-dependent transporter
cds1156	0.000854386	0	2.51763	anthranilate synthase component I
cds710	0.000842197	0	3.64	molybdopterin converting factor subunit MoaD
cds468	0.000834518	9.55026e-05	2.83686	type IV secretion system ATPase
cds10	0.000828305	1.1306e-05	2.26116	ATP-binding protein
cds1242	0.000825518	5.55282e-06	2.04506	helicase
cds247	0.000824828	6.16319e-05	2.27236	hypothetical protein
cds26	0.000818762	0	3.31425	hypothetical protein
cds1332	0.000816257	7.93852e-06	2.61178	membrane protein
cds210	0.000814398	0	2.18981	hypothetical protein
cds435	0.000794224	6.66998e-06	2.3569	membrane protein
cds709	0.0007876	4.3902e-05	2.92694	molybdopterin synthase catalytic subunit
cds213	0.000787172	0	2.19757	beta-lactamase HcpE
cds613	0.000786768	1.05895e-05	2.3691	succinyl-CoA:3-ketoacid-CoA transferase subunit A
cds1096	0.000786074	0	2.36245	ABC transporter ATP-binding protein
cds264	0.000764065	0	2.76582	membrane protein
cds708	0.000761874	7.16591e-05	2.75706	molybdopterin adenylyltransferase
cds920	0.000761295	0	2.25424	flagellar biosynthesis regulator
cds1219	0.00074244	8.38348e-06	2.02399	phosphoglycerate kinase
cds592	0.000738091	0	2.10201	hypothetical protein
cds422	0.000736435	6.46687e-06	2.49161	potassium transporter
cds463	0.000735798	0	2.35018	Sel1 repeat-containing protein
cds1269	0.000725879	3.73832e-05	2.36017	arginase
cds239	0.000718898	1.76119e-05	2.50725	adenine-specific DNA methyltransferase
cds1104	0.000717638	0	2.86538	RNA pyrophosphohydrolase
cds1405	0.000716407	8.36723e-06	2.27366	preprotein translocase subunit SecF
cds966	0.000714785	0	2.25965	restriction endonuclease
cds1174	0.000705702	1.12167e-05	2.33808	preprotein translocase subunit SecY
cds680	0.000687821	0	2.3324	flagellar biosynthesis protein FlhB
cds864	0.000687122	0	1.63288	hypothetical protein
cds1042	0.000683713	0	2.69697	flavodoxin FldA
cds1398	0.000683696	0	2.89051	cell shape deternining membrane protein
cds660	0.000682885	9.68364e-06	2.36458	ABC transporter ATP-binding protein
cds1054	0.000678866	0	2.7808	hypothetical protein
cds683	0.000676098	6.83708e-06	2.23718	nitronate monooxygenase
cds1333	0.000675455	0	1.94401	DNA polymerase I
cds942	0.000675437	2.78421e-05	2.43041	membrane protein
cds542	0.00067418	4.31328e-05	2.31703	flagellin A
cds311	0.000669912	0	1.99295	hypothetical protein
cds1131	0.000669305	0	2.56631	ribosome recycling factor
cds1061	0.00066876	0	2.06982	multidrug transporter
cds1368	0.000663023	2.79086e-05	1.90465	glutamate permease GltS
cds598	0.000661444	3.03352e-05	2.19796	coproporphyrinogen III oxidase
cds251	0.000655886	6.69631e-05	2.3372	ATP-dependent nuclease AddB
cds91	0.00064094	0	1.93986	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase
cds1090	0.000637585	0	3.74214	ATP synthase subunit C
cds1030	0.000633796	0	2.70631	ribosome maturation factor RimM
cds806	0.000631933	0	2.28944	hydrogenase/urease nickel incorporation protein HypB
cds628	0.000629397	8.92663e-06	2.11296	S-adenosyl-l-methionine hydroxide adenosyltransferase
cds904	0.00062796	0	2.31012	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
cds612	0.000624125	0	2.31633	acetyl CoA acetyltransferase
cds694	0.000623304	0	2.80901	outer membrane lipoprotein carrier protein
cds1253	0.000621893	0	2.89822	hypothetical protein
cds224	0.000621697	1.6289e-05	2.24879	flagellar basal body P-ring biosynthesis protein FlgA
cds1328	0.00061782	7.40186e-06	2.58524	ABC transporter ATP-binding protein
cds984	0.000616397	0	2.58852	2-keto-3-deoxy-6-phosphogluconate aldolase
cds1165	0.000613216	0	2.85691	thiamine pyrophosphokinase
