GeneId	Ks	P2	ReadDepth	GeneProduct
cds888	0.0491648	0.0143772	4.72378	integrase/recombinase XerD
cds607	0.0419657	0.00469375	5.76923	membrane protein
cds584	0.0400586	0.00803222	2.48917	fucosyltransferase
cds1163	0.0324985	0.00349439	4.21193	membrane protein
cds1316	0.0224318	0.00371514	3.1419	membrane protein
cds344	0.0201453	0.00265459	3.65728	fucosyltransferase
cds1285	0.0179848	0.00184613	3.87082	metal-dependent hydrolase
cds608	0.0140698	0.000291018	8.67192	hypothetical protein
cds1241	0.011396	0.000917905	2.53235	adenine-specific DNA methyltransferase
cds640	0.00886179	0.000736033	2.81534	membrane protein
cds1067	0.00613687	0.000308386	1.90933	hypothetical protein
cds629	0.00611466	0.000412208	5.63187	membrane protein
cds470	0.005903	0.000748277	3.12241	cag pathogenicity island protein cag7
cds637	0.00538295	0.000263579	3.16366	membrane protein
cds310	0.00509562	0	5.39216	hypothetical protein
cds190	0.00467478	0.000163342	4.61487	beta-lactamase HcpA
cds205	0.00454501	9.52603e-06	2.85886	membrane protein
cds630	0.00402666	0.000211298	3.45782	competence protein ComGF
cds825	0.00356847	0	3.33243	membrane protein
cds428	0.00299438	0	3.21286	membrane protein
cds154	0.00192334	0.00010929	3.32051	peptide chain release factor 2
cds802	0.00172031	0.000123	2.56841	membrane protein
cds627	0.00165846	0	3.22029	hypothetical protein
cds751	0.00148637	0	3.27273	thiamine-phosphate pyrophosphorylase
cds699	0.00140871	0	1.79167	type I restriction-modification system specificity protein
cds535	0.00136537	0	5.99394	hypothetical protein
cds743	0.00128287	0	3.83049	hypothetical protein
cds440	0.00117204	0	2.07168	neuraminyllactose-binding hemagglutinin
cds1042	0.00114714	0	3.80606	flavodoxin FldA
cds924	0.00112445	3.96643e-05	3.83532	3-dehydroquinate dehydratase
cds122	0.00110434	0	6.94074	hypothetical protein
cds755	0.00109145	0	2.48718	type I restriction-modification system specificity protein
cds551	0.000986858	7.26988e-05	6.69643	hypothetical protein
cds478	0.000974658	0	4.88696	cag pathogenicity island protein cag15
cds959	0.000946315	0	4.51741	copper ion binding protein CopP
cds171	0.00091247	0	4.28277	hypothetical protein
cds468	0.000898481	1.76276e-05	3.74018	type IV secretion system ATPase
cds1162	0.000869289	2.23275e-05	3.17544	hypothetical protein
cds1258	0.000862568	0	2.87085	DNA polymerase III subunit epsilon
cds559	0.000831079	0	2.86741	UDP-N-acetylmuramate--L-alanine ligase
cds942	0.000804716	0	3.23275	membrane protein
cds1118	0.000799503	0.000109886	2.87466	membrane protein
cds571	0.000795604	1.79454e-05	3.22549	membrane protein
cds1151	0.000777458	0	3.25475	tryptophan synthase subunit alpha
cds192	0.000770598	0	2.68435	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
cds1351	0.000760913	0	3.09394	membrane protein
cds1232	0.000724483	1.09185e-05	2.89605	4-hydroxybenzoate octaprenyltransferase
cds778	0.000722526	0	3.43129	CDP-diacylglycerol pyrophosphatase
cds318	0.000704769	6.90966e-06	2.90353	CTP synthetase
cds1312	0.000649654	0	3.96893	membrane protein insertion efficiency factor
cds321	0.000626906	7.68585e-06	3.13081	flagellar motor switch protein FliG
cds684	0.000626736	0	2.87841	tyrosine--tRNA ligase
cds306	0.000620263	2.53077e-05	3.79802	septum site-determining protein MinD
cds922	0.000607911	0	10.9715	7%2C 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
cds1336	0.000601728	2.80314e-05	4.40278	amidophosphoribosyltransferase
cds845	0.000561782	0	2.54997	sodium:proton antiporter
cds1250	0.000526063	0	2.90311	ATP-dependent protease
cds700	0.000492914	0	2.57739	cadmium%2C zinc and cobalt-transporting ATPase
cds490	0.000466345	0	3.2811	cytotoxicity-associated immunodominant antigen
cds236	0.000462927	5.5626e-06	3.12468	adenine-specific DNA methyltransferase
cds1141	0.000462223	0	3.11616	NADH-quinone oxidoreductase subunit H
cds1032	0.000458958	0	5.17316	30S ribosomal protein S16
cds685	0.000458824	0	2.88187	penta-phosphate guanosine-3'-pyrophosphohydrolase
cds598	0.00044191	5.85554e-06	2.92649	coproporphyrinogen III oxidase
cds641	0.000436869	0	2.75926	membrane protein
cds465	0.000436808	0	3.43983	cag pathogenicity island protein cag3
cds914	0.000430675	0	3.71744	ferric uptake regulation protein
cds1176	0.000426272	0	3.59685	30S ribosomal protein S5
cds582	0.000421399	0	2.8678	aspartate ammonia-lyase
cds333	0.00040407	3.52924e-05	3.27394	UDP-4-amino-4%2C6-dideoxy-N-acetyl-beta-L-altrosamine aminotransferase
cds255	0.000401356	0	3.26002	lipopolysaccharide heptosyltransferase
cds827	0.000400072	0	3.77835	recombination protein RecR
cds228	0.000390443	0	3.07415	ABC transporter ATP-binding protein
cds817	0.000387977	7.07847e-06	2.78365	membrane protein
cds611	0.000387378	0	2.72162	ferrous iron transport protein FeoB
cds61	0.000374717	0	3.01287	urease subunit beta
cds107	0.000373206	0	2.42189	hypothetical protein
cds1088	0.000372504	0	3.17576	adenine-specific DNA methyltransferase
cds439	0.000371248	0	4.96296	50S ribosomal protein L28
cds319	0.000370028	0	3.50822	membrane protein
cds740	0.000366214	0	2.74449	glutamyl-tRNA amidotransferase subunit A
cds48	0.000360915	0	3.18713	hypothetical protein
cds1332	0.000359809	0	3.17805	membrane protein
cds1057	0.000352578	8.67909e-06	3.07373	membrane protein
cds803	0.000351419	0	2.65391	hypothetical protein
cds877	0.000349679	0	2.8057	cell division protein FtsZ
cds908	0.000346444	0	4.7963	hypothetical protein
cds1357	0.00033908	0	2.93304	UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase
cds847	0.00033174	4.16111e-06	3.40039	hypothetical protein
cds231	0.000330435	0	3.3754	adenylosuccinate synthetase
cds1132	0.000323574	0	3.62706	orotate phosphoribosyltransferase
cds1285	0.000320699	0	3.41418	metal-dependent hydrolase
cds550	0.000318261	0	4.95726	ABC transporter ATP-binding protein
cds137	0.000314812	0	3.16974	membrane protein
cds1438	0.000313821	0	3.44613	pyridoxine 5'-phosphate synthase
cds123	0.000311268	0	3.93464	peroxiredoxin bcp
cds1039	0.000307863	0	3.28295	pyrroline-5-carboxylate reductase
cds253	0.000306235	0	5.28235	ferredoxin
cds284	0.000304805	0	3.47901	membrane protein
cds647	0.000304726	0	3.01742	ribosomal protein S12 methylthiotransferase
cds741	0.000294544	0	3.55499	dephospho-CoA kinase
cds618	0.000293735	0	4.29389	acetone carboxylase subunit gamma
cds556	0.000293231	0	3.90805	inorganic pyrophosphatase
cds1023	0.000290777	0	3.56478	chromosome partitioning ATPase
cds442	0.000289815	0	3.10796	UDP-N-acetylmuramoylalanine--D-glutamate ligase
cds1218	0.000285954	0	3.44201	magnesium transport protein CorA
cds1041	0.000284786	0	3.34515	endoribonuclease
cds1432	0.000284659	7.30737e-06	3.27033	DL-methionine transporter ATP-binding subunit
cds217	0.000282984	0	3.14889	glutamyl-tRNA reductase
cds1119	0.000275502	0	4.13953	30S ribosomal protein S18
cds519	0.000270661	0	2.8056	hypothetical protein
cds1224	0.000266385	0	3.24928	protease
cds568	0.000263946	0	3.58659	hydrogenase biosynthesis protein HydD
cds1374	0.000258958	0	2.61807	hypothetical protein
cds426	0.000256742	0	3.38596	molybdenum ABC transporter ATP-binding protein ModD
cds723	0.000256452	0	3.24609	thiazole biosynthesis adenylyltransferase ThiF
cds906	0.000248991	0	3.13514	bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase
cds605	0.000248075	0	2.74479	membrane protein
cds7	0.000247693	0	2.86411	molecular chaperone GroEL
cds1404	0.000247342	0	4.53687	membrane protein
cds1058	0.000245931	0	3.80912	purine-nucleoside phosphorylase DeoD
cds1273	0.000244534	0	2.92869	type I restriction-modification system methyltransferase
cds307	0.000242579	0	5.71368	cell division topological specificity factor MinE
cds496	0.000242059	0	3.31263	hypothetical protein
cds45	0.000237699	0	2.80684	sodium/proline symporter
cds606	0.000236888	0	2.76341	ribonucleotide-diphosphate reductase subunit alpha
cds444	0.000235581	0	4.25871	acyl-CoA thioesterase YbgC
cds1356	0.000235335	0	3.68954	hypothetical protein
cds689	0.000231345	0	2.59055	aconitate hydratase B
cds223	0.000230632	0	5.04088	hypothetical protein
cds508	0.000230111	0	2.88921	membrane protein
cds560	0.00023011	0	2.96365	succinyldiaminopimelate transaminase
cds631	0.000229844	0	3.06506	RNA polymerase factor sigma-54
cds811	0.00022511	0	3.46468	flagellar basal body rod modification protein
cds334	0.00022477	0	4.02135	hypothetical protein
cds1440	0.000222452	0	3.17204	tRNA N6-adenosine threonylcarbamoyltransferase
cds256	0.000221198	0	3.24823	lipid A biosynthesis lauroyl acyltransferase
cds644	0.000220874	0	3.29588	hypothetical protein
cds1405	0.000217312	0	3.21399	preprotein translocase subunit SecF
cds283	0.000214969	0	4.45421	F0F1 ATPase subunit
cds157	0.00021407	0	3.29215	hypothetical protein
cds454	0.000212559	0	3.4183	4-hydroxy-tetrahydrodipicolinate reductase
cds1345	0.000211823	0	4.93103	exodeoxyribonuclease VII small subunit
cds6	0.000211528	0	2.74383	membrane protein
cds569	0.000210976	0	2.87979	hydrogenase biosynthesis protein HydE
cds1070	0.000210428	8.60447e-06	3.01905	ADP-heptose-LPS heptosyltransferase II RfaF
cds1395	0.00020949	0	2.99758	ubiquinol cytochrome c oxidoreductase cytochrome b subunit
cds1064	0.000207883	0	2.89565	multidrug transporter
cds818	0.000206802	1.17555e-05	2.71262	membrane protein
cds1317	0.00020501	0	3.64474	hypothetical protein
cds140	0.00020399	0	3.20375	enolase
cds925	0.000203894	0	3.05271	lipid A core--O-antigen ligase
cds746	0.000202516	0	3.45469	hypothetical protein
cds1311	0.000201901	0	4.43416	ribonuclease P protein component
cds337	0.000201793	0	3.80628	deoxycytidine triphosphate deaminase
cds108	0.000200333	3.08247e-06	2.80525	phosphoenolpyruvate synthase
cds448	0.000200088	0	3.38933	DNA polymerase III subunit beta
cds1215	0.000199028	0	2.96387	energy transducer TonB
cds824	0.000197347	1.28328e-06	2.59065	hypothetical protein
cds972	0.000196974	0	3.3178	hemolysin
cds619	0.000195198	0	3.10301	hypothetical protein
cds1113	0.000193069	0	2.79876	carbamoyl phosphate synthase small subunit
cds996	0.000189514	0	3.31852	pyruvate flavodoxin oxidoreductase subunit beta
cds25	0.000187746	0	3.31963	ATP-dependent dethiobiotin synthetase BioD
cds991	0.000187038	0	2.85474	hypothetical protein
cds784	0.000185636	0	3.97046	Holliday junction resolvase
cds1349	0.000184875	0	3.18126	hypothetical protein
cds267	0.000184474	0	4.42612	chorismate mutase
cds474	0.000184197	0	4.01065	cag pathogenicity island protein cag11
cds1219	0.000184093	0	3.30604	phosphoglycerate kinase
cds128	0.000183672	0	2.83333	L-lactate permease LctP
cds848	0.00018318	0	4.32009	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
cds769	0.000182761	0	3.28274	pantothenate kinase
cds736	0.000179496	0	3.12652	glycosyltransferase
cds276	0.000178616	0	2.67949	dipeptide ABC transporter permease DppC
cds97	0.000177205	0	3.84211	heat shock protein GrpE
cds876	0.000177199	0	3.20419	cell division protein FtsA
cds628	0.000177021	0	2.7619	S-adenosyl-l-methionine hydroxide adenosyltransferase
cds748	0.000176878	0	2.7505	UDP-N-acetylglucosamine 4%2C6-dehydratase
cds332	0.000176276	0	3.37817	ribonucleotide-diphosphate reductase subunit beta
cds326	0.000174854	0	3.45684	short chain alcohol dehydrogenase
cds90	0.000174539	0	3.03946	methyl-accepting chemotaxis protein TlpB
cds943	0.000174105	0	3.13693	membrane protein
cds642	0.000173552	0	3.09726	tRNA-dihydrouridine synthase
cds650	0.000173321	0	3.24948	membrane protein
cds504	0.000173082	0	3.31415	hypothetical protein
cds692	0.000171476	0	2.9364	membrane protein
cds1379	0.000170764	0	2.94792	hypothetical protein
