GeneId	Ks	P2	ReadDepth	GeneProduct
cds1163	0.0514873	0.00618991	4.52058	membrane protein
cds806	0.0394274	0.00309223	2.70919	hydrogenase/urease nickel incorporation protein HypB
cds1419	0.0319955	0.0030534	3.64992	peroxiredoxin
cds1420	0.0318184	0.00305398	3.17157	ABC transporter substrate-binding protein
cds325	0.0291198	0.00512316	4.49671	hypothetical protein
cds845	0.0281648	0.00275827	2.27767	sodium:proton antiporter
cds608	0.0256025	0.00382263	2.44094	hypothetical protein
cds1316	0.0255968	0.00540343	2.37974	membrane protein
cds805	0.0192063	0.00300327	4.03846	hydrogenase expression/formation protein HypC
cds1216	0.0187198	0.00223084	1.89788	membrane protein
cds436	0.0147481	0	2.48747	hypothetical protein
cds470	0.0142509	0.00179417	2.79115	cag pathogenicity island protein cag7
cds816	0.0136789	0.00160729	1.88824	membrane protein
cds131	0.0121129	0.00122482	2.48355	cbb3-type cytochrome c oxidase subunit II
cds629	0.0117658	0.00126817	4.50126	membrane protein
cds817	0.011481	0.000725126	1.93899	membrane protein
cds187	0.0110054	0.00226214	3.36648	lipopolysaccharide biosynthesis protein
cds825	0.0110006	0.000577302	2.5955	membrane protein
cds770	0.0109652	0.00049277	2.74095	plasminogen-binding protein PgbB
cds1162	0.0104753	0.000636959	2.67168	hypothetical protein
cds821	0.0079141	0.000773379	2.15285	carbamoyl phosphate synthase large subunit
cds310	0.00693346	0	5.66667	hypothetical protein
cds229	0.006616	0.00039391	2.0413	ABC transporter permease
cds230	0.00650593	0.00101946	2.39276	membrane protein
cds149	0.00638684	0.000395732	3.10767	response regulator OmpR
cds78	0.00573186	0.000340808	2.64224	aminodeoxyfutalosine nucleosidase
cds989	0.00552395	0.000743298	2.6915	cinnamyl-alcohol dehydrogenase
cds132	0.00550565	0.000283298	3.63063	cbb3-type cytochrome c oxidase subunit IV
cds800	0.00533405	0.00044508	38.0787	addiction module toxin
cds983	0.00527987	0.000953202	2.14318	beta-lactamase HcpC
cds804	0.00509119	0.000517731	1.98293	hydrogenase expression/formation protein HypD
cds990	0.0034219	5.12955e-05	4.25463	LPS biosynthesis protein
cds940	0.00282252	0.000106663	2.58077	hypothetical protein
cds802	0.00256574	0.000190003	1.98778	membrane protein
cds1270	0.00243619	0.000116929	1.8193	iron(III) dicitrate transport protein FecA
cds373	0.00225168	0	2.6728	hypothetical protein
cds79	0.0021507	0.000151068	2.53441	malonyl CoA-ACP transacylase
cds1264	0.00193161	9.71003e-05	3.19954	hypothetical protein
cds428	0.00190967	0	2.85507	membrane protein
