GeneId	Ks	P2	ReadDepth	GeneProduct
cds989	0.0772463	0.0193116	1.22923	cinnamyl-alcohol dehydrogenase
cds605	0.0413545	0.00620088	0.835938	membrane protein
cds603	0.0328673	0.00569081	0.852158	integrase/recombinase
cds607	0.0314678	0.00332774	1.01381	membrane protein
cds51	0.0294346	0.0043789	1.50575	hypothetical protein
cds606	0.0290477	0.00267697	0.830587	ribonucleotide-diphosphate reductase subunit alpha
cds905	0.023758	0.00610614	1.03462	amino acid permease
cds990	0.0210895	0.000526165	1.4537	LPS biosynthesis protein
cds675	0.0204655	0.00254953	0.816628	hypothetical protein
cds1303	0.0201769	0.0021263	0.951282	hypothetical protein
cds983	0.0199236	0.00410348	0.943872	beta-lactamase HcpC
cds610	0.0189804	0.00179226	0.792969	iron(III) dicitrate transport protein FecA
cds1067	0.0188988	0.00074552	0.828152	hypothetical protein
cds604	0.0165601	0.000936689	0.893491	methylated-DNA--protein-cysteine methyltransferase
cds1334	0.0152439	0.00063102	0.736181	hypothetical protein
cds49	0.0147207	0.000988546	0.779689	hypothetical protein
cds50	0.0143757	0.00134193	1.02807	hypothetical protein
cds470	0.0129563	0.00190552	0.710927	cag pathogenicity island protein cag7
cds1254	0.0118425	0	2.65424	hypothetical protein
cds608	0.00985772	0	0.56168	hypothetical protein
cds1162	0.00709261	0.000361107	1.81704	hypothetical protein
cds802	0.00573782	0.000812224	0.675599	membrane protein
cds52	0.00484173	0.000335247	0.729041	hypothetical protein
cds310	0.00480577	0	1.44118	hypothetical protein
cds180	0.00460402	0.000958936	1.13527	nucleoside diphosphate kinase
cds1345	0.00423867	0.00038274	1.32567	exodeoxyribonuclease VII small subunit
cds699	0.00422156	0.000351392	0.60571	type I restriction-modification system specificity protein
cds1316	0.0038489	0.000756618	0.850067	membrane protein
cds26	0.00341639	0.000425389	1.09315	hypothetical protein
cds674	0.00329696	0.00036065	0.852608	signal recognition particle receptor FtsY
cds584	0.0032716	0.000180319	0.78826	fucosyltransferase
cds657	0.00295275	0.000558558	0.820122	pseudouridine synthase
cds770	0.0024306	0.000188876	0.960098	plasminogen-binding protein PgbB
cds1411	0.0024174	0.000224322	0.919476	elongation factor Ts
cds1166	0.00220432	0	1.13105	50S ribosomal protein L17
cds283	0.00213666	0	1.40293	F0F1 ATPase subunit
cds1118	0.00202344	3.36119e-05	0.726158	membrane protein
cds1163	0.00195773	0	1.10905	membrane protein
cds463	0.00185285	0	0.981949	Sel1 repeat-containing protein
cds615	0.00184924	0.000123783	0.855678	short-chain fatty acids transporter
cds1320	0.00181558	0	1.09795	lipoprotein
cds587	0.00177133	3.12707e-05	0.911357	menaquinone biosynthesis radical SAM protein
cds1295	0.00172613	5.75696e-05	0.738164	ribonuclease J
cds484	0.00166194	0	1.27506	cag pathogenicity island protein cag21
cds667	0.0016113	0	1.0316	hypothetical protein
cds1314	0.0015923	0	0.950943	hypothetical protein
cds437	0.00157654	0	0.528153	hypothetical protein
cds102	0.001523	0	0.829773	flagellin B
cds609	0.00150748	6.2719e-05	0.941628	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
cds1296	0.00149465	0	0.95098	rRNA small subunit methyltransferase A
cds611	0.00138873	0.00010438	0.881804	ferrous iron transport protein FeoB
cds1315	0.00135517	1.70343e-05	0.763348	tRNA modification GTPase TrmE
cds1222	0.00131379	0	0.871369	1-acylglycerol-3-phosphate O-acyltransferase
cds800	0.00129295	4.30228e-05	1.34457	addiction module toxin
cds811	0.00125699	0	0.897351	flagellar basal body rod modification protein
cds640	0.00124046	0.00010605	0.774603	membrane protein
cds207	0.00121735	0	0.899449	membrane protein
cds460	0.00118822	0	0.821321	ATP-dependent protease ATP-binding subunit HslU
cds1142	0.00118602	0	1.0362	NADH-quinone oxidoreductase subunit I
cds1313	0.00116781	4.29109e-05	0.807178	membrane protein insertase YidC
cds794	0.000984083	0	0.834635	iron chelatin transport ATP-binding protein
cds1061	0.000964521	0	0.873874	multidrug transporter
cds656	0.000956763	0	0.851658	rod shape-determining protein RodA
cds1175	0.000860692	0	1.14179	50S ribosomal protein L15
cds769	0.000797564	8.15983e-06	0.971726	pantothenate kinase
cds179	0.000775878	0	0.91019	S-adenosylmethionine synthetase
cds21	0.000719914	0.000103533	0.800562	membrane protein
cds1238	0.000714247	0	1.33884	type IIS restriction-modification system endonuclease
cds585	0.000712298	0	0.996795	phosphoserine phosphatase SerB
cds557	0.000688045	4.49806e-05	0.711228	endonuclease MutS2
cds299	0.000682979	0	0.937255	membrane protein
cds1202	0.000644544	6.95198e-05	0.873156	hypothetical protein
cds832	0.0006294	0	0.891791	5'-nucleotidase SurE
cds1196	0.000613734	0	1.15182	hypothetical protein
cds64	0.000604298	0	0.795964	phosphoglucosamine mutase
cds612	0.000573249	0	0.816327	acetyl CoA acetyltransferase
cds1167	0.000566273	1.3877e-05	0.882126	DNA-directed RNA polymerase subunit alpha
cds854	0.000555514	3.31464e-05	0.920468	prolipoprotein diacylglyceryl transferase
cds634	0.000470079	0	0.79217	DNA polymerase III subunits gamma and tau
cds551	0.000420985	0	1.30655	hypothetical protein
cds483	0.000418518	1.40143e-05	0.942498	cag pathogenicity island protein cag20
cds589	0.00039948	0	0.809896	dehypoxanthine futalosine cyclase
cds1059	0.000368605	0	0.835749	phosphopentomutase
