GeneId	Ks	P2	ReadDepth	GeneProduct
cds1001	0.0692656	0.0203053	2.26792	hypothetical protein
cds1402	0.0535947	0.00804381	3.09552	lipoprotein
cds1404	0.0522758	0.00619694	3.69027	membrane protein
cds436	0.0518576	0.00854709	1.83855	hypothetical protein
cds690	0.0517661	0.00396381	2.88645	hypothetical protein
cds1215	0.0467291	0.0121441	4.51049	energy transducer TonB
cds1207	0.0425906	0.0056824	4.36466	hypothetical protein
cds1438	0.0423486	0.00380477	2.81622	pyridoxine 5'-phosphate synthase
cds4	0.041464	0.00394353	2.82895	orotidine 5'-phosphate decarboxylase
cds1405	0.0413908	0.00459326	3.03189	preprotein translocase subunit SecF
cds1403	0.040636	0.0046204	2.77819	leucine--tRNA ligase
cds1003	0.0401806	0.00476077	2.59683	gamma-glutamyltranspeptidase
cds1406	0.0394009	0.00356104	2.71483	preprotein translocase subunit SecD
cds1163	0.0358265	0.00366616	6.63169	membrane protein
cds954	0.0343214	0.00284627	2.7016	50S ribosomal protein L11 methyltransferase
cds1113	0.0319135	0.00298736	4.42642	carbamoyl phosphate synthase small subunit
cds339	0.0318712	0.00277765	2.76065	rRNA small subunit methyltransferase E
cds953	0.0314382	0.00349307	2.68533	chemotaxis protein CheY
cds1316	0.0310776	0.00532086	3.27265	membrane protein
cds1436	0.0302977	0.00278289	2.95324	hypothetical protein
cds146	0.0292951	0.0029283	2.79696	beta-lactamase HcpD
cds1202	0.0290979	0.00277392	4.23206	hypothetical protein
cds1401	0.0283237	0.00135255	2.573	bifunctional folylpolyglutamate synthase/dihydrofolate synthase FolC
cds1085	0.0274841	0.0033114	2.62417	elongation factor Tu
cds1241	0.0260911	0.00457215	3.20686	adenine-specific DNA methyltransferase
cds1205	0.0260009	0.00190252	5.12809	membrane protein
cds607	0.024837	0.00241865	3.97041	membrane protein
cds1112	0.024806	0.00108091	3.55616	hypothetical protein
cds952	0.0243755	0.00115862	2.79768	membrane protein
cds338	0.0221528	0.00149275	2.89301	membrane protein
cds341	0.0194653	0.00205434	2.58209	ferrochelatase
