GeneId	Ks	P2	ReadDepth	GeneProduct
cds190	0.0762284	0.0172232	3.58566	beta-lactamase HcpA
cds836	0.0447643	0.00371924	2.6	proline/betaine transporter ProP
cds841	0.0424796	0.00498319	2.39763	D-alanine/glycine permease
cds840	0.0411906	0.00310534	2.67108	alanine racemase
cds888	0.0391118	0.013115	4.06648	integrase/recombinase XerD
cds989	0.0380803	0.00797175	3.75454	cinnamyl-alcohol dehydrogenase
cds1316	0.0310331	0.00838487	3.06515	membrane protein
cds269	0.0283164	0.00249794	2.34167	aminodeoxychorismate synthase component I
cds839	0.0265793	0.00215697	3.01167	amino acid ABC transporter substrate-binding protein
cds838	0.0264964	0.00206674	3.0098	amino acid ABC transporter permease
cds837	0.0195702	0.0014617	3.85345	hypothetical protein
cds842	0.0176643	0.00188646	2.75182	D-amino acid dehydrogenase DadA
cds470	0.0162492	0.00262057	2.91684	cag pathogenicity island protein cag7
cds780	0.0162048	0.000406866	5.50463	membrane protein
cds348	0.0156746	0.00288611	2.80381	hypothetical protein
cds781	0.0136055	0.00142522	3.33904	hypothetical protein
cds791	0.0127924	0.00163209	2.46537	lipid II flippase MurJ
cds1327	0.0123834	0.000878987	3.27941	hypothetical protein
cds778	0.0116206	0.00120354	3.26667	CDP-diacylglycerol pyrophosphatase
cds1067	0.00945978	0	2.30915	hypothetical protein
cds790	0.00877545	0.000512406	2.4748	hypothetical protein
cds1038	0.00875089	0.000796443	2.53046	membrane protein
cds629	0.00812869	0.000660039	4.66616	membrane protein
cds1400	0.00705041	0.000556956	2.83279	peptidase
cds1419	0.00700559	0.000482876	3.21608	peroxiredoxin
cds1201	0.00691665	0.000762187	3.12914	membrane protein
cds268	0.00660852	0.000633578	2.57847	hypothetical protein
cds802	0.00648948	0.000733598	2.7212	membrane protein
cds770	0.00635249	0.000510404	3.07428	plasminogen-binding protein PgbB
cds1329	0.0060353	0.000408084	2.71252	ABC transporter permease
cds630	0.00542864	0.000279628	2.92711	competence protein ComGF
cds1328	0.00490332	0.000114709	2.81043	ABC transporter ATP-binding protein
cds310	0.00452897	0	3.70261	hypothetical protein
cds792	0.00452506	0.00030685	2.57368	cysteine--tRNA ligase
cds1037	0.00449332	0.000259335	2.36729	membrane protein
cds608	0.00422925	0.000154863	4.26772	hypothetical protein
cds1334	0.00363664	0	1.77973	hypothetical protein
cds6	0.00330485	0.000236168	2.19213	membrane protein
cds1336	0.00262971	0.000349425	3.40625	amidophosphoribosyltransferase
cds1418	0.00256488	0.000550471	2.2984	iron(III) ABC transporter substrate-binding protein CeuE
cds782	0.00222445	0.000137863	3.13702	catalase
cds1326	0.00206812	0	3.70206	hypothetical protein
cds551	0.00201875	0	5.5625	hypothetical protein
cds769	0.00183487	4.14784e-05	3.22321	pantothenate kinase
cds378	0.00162195	0.00013384	2.91282	cyclopropane fatty acid synthase
cds451	0.00156782	0	2.9734	NUDIX hydrolase
cds699	0.00155843	5.48652e-05	2.82793	type I restriction-modification system specificity protein
cds187	0.00140076	0.000212314	2.77652	lipopolysaccharide biosynthesis protein
cds959	0.00139403	3.10983e-05	4.83085	copper ion binding protein CopP
cds1121	0.00131124	8.18398e-05	4.10023	30S ribosomal protein S6
cds669	0.00124636	0	2.65757	N-carbamoylputrescine amidase
cds165	0.00124508	0	3.14222	CvpA family protein
cds501	0.00113735	0	4.27426	acyl carrier protein
cds243	0.00108566	0	2.91382	adenosine deaminase
cds468	0.00106299	3.24615e-05	3.50755	type IV secretion system ATPase
cds380	0.00102966	6.51504e-05	2.80159	hypothetical protein
cds1243	0.00102277	2.38851e-05	2.76573	rod shape-determining protein MreC
cds586	0.00100189	0	3.57937	nonheme iron-containing ferritin
cds1119	0.000953007	1.10872e-05	4.15504	30S ribosomal protein S18
cds789	0.000944311	0	3.11594	Holliday junction DNA helicase RuvA
cds1027	0.000902347	0	2.52611	hypothetical protein
cds1356	0.000894824	2.0496e-05	3.12255	hypothetical protein
cds1030	0.000853386	0	3.22162	ribosome maturation factor RimM
cds745	0.000842568	0	3.80702	histone-like DNA-binding protein HU
cds1049	0.000837361	9.65384e-06	2.16328	carbon starvation protein CstA
cds1420	0.000835699	1.46043e-05	2.93137	ABC transporter substrate-binding protein
cds145	0.000826115	0.000167538	2.73548	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds353	0.00079777	6.18604e-06	3.08743	tRNA methyltransferase
cds636	0.000796248	2.35753e-05	3.76471	hypothetical protein
cds1029	0.000786907	7.09403e-07	3.07971	tRNA (guanine-N(1)-)-methyltransferase
cds358	0.000770785	0	3.01175	chemotaxis protein CheV
cds1032	0.000745591	0	4.88312	30S ribosomal protein S16
cds529	0.000740751	1.2646e-05	2.73131	hypothetical protein
