GeneId	Ks	P2	ReadDepth	GeneProduct
cds550	0.0390191	0.010226	41.5142	ABC transporter ATP-binding protein
cds470	0.0276527	0.00388227	4.09561	cag pathogenicity island protein cag7
cds1215	0.0249658	0.0109643	5.9965	energy transducer TonB
cds1130	0.0194197	0.00144378	8.23267	preprotein translocase subunit SecG
cds629	0.017855	0.00194511	7.61372	membrane protein
cds1067	0.0173937	0.0007939	3.7228	hypothetical protein
cds1241	0.0173119	0.004558	2.79804	adenine-specific DNA methyltransferase
cds756	0.0154082	0.00185094	1.62543	hypothetical protein
cds990	0.0139	0.000515753	4.70525	LPS biosynthesis protein
cds608	0.0127951	0	8.93701	hypothetical protein
cds107	0.0113699	0.00136017	2.44779	hypothetical protein
cds205	0.0112275	0.00147348	4.12235	membrane protein
cds1316	0.0102708	0.00189493	5.3253	membrane protein
cds26	0.00973805	0.00197407	5.09428	hypothetical protein
cds106	0.00779799	0.000147496	5.61183	hypothetical protein
cds802	0.00716292	0.00136903	4.90409	membrane protein
cds989	0.00677248	0.00101672	5.14804	cinnamyl-alcohol dehydrogenase
cds640	0.00654391	0.00020905	4.6037	membrane protein
cds607	0.00600658	0	6.99803	membrane protein
cds770	0.00560699	0.000269239	4.69245	plasminogen-binding protein PgbB
cds187	0.00488049	0.000756074	5.11932	lipopolysaccharide biosynthesis protein
cds983	0.00472467	0.000932513	5.92669	beta-lactamase HcpC
cds934	0.00374117	0.000232449	4.93545	translation initiation factor IF-2
cds924	0.00345951	0.000152034	5.29563	3-dehydroquinate dehydratase
cds439	0.00313034	7.91409e-05	3.40212	50S ribosomal protein L28
cds310	0.00310378	0	4.97386	hypothetical protein
cds1057	0.00287283	0.00041143	5.28712	membrane protein
cds70	0.00265886	0	4.28455	hypothetical protein
cds1118	0.00222888	0.000242982	4.81017	membrane protein
cds563	0.00212325	0.000137935	4.18719	hypothetical protein
cds1216	0.00173833	0.000158684	4.65318	membrane protein
cds699	0.00161926	8.65877e-05	2.82099	type I restriction-modification system specificity protein
cds942	0.00159488	7.79494e-05	4.11813	membrane protein
cds86	0.00135609	0.000106808	4.66864	methyl-accepting chemotaxis protein TlpA
cds1125	0.00125357	0	7.20035	hypothetical protein
cds338	0.00125066	0.000150935	4.15882	membrane protein
cds857	0.00114205	0	4.45229	zinc ribbon domain-containing protein
cds145	0.00110336	4.3591e-05	3.60679	lipopolysaccharide 1%2C2-glucosyltransferase RfaJ
cds1083	0.00108491	0	5.54444	preprotein translocase subunit SecE
cds637	0.00108139	2.38462e-05	4.72687	membrane protein
cds1281	0.00101758	0	3.65101	7-cyano-7-deazaguanine reductase
cds584	0.000992483	0	3.42977	fucosyltransferase
cds555	0.000962168	1.03518e-05	4.74306	adenylate kinase
cds622	0.000941769	8.91761e-05	4.24948	hypothetical protein
cds804	0.00093533	8.9575e-05	5.76011	hydrogenase expression/formation protein HypD
cds769	0.000930955	0	5.47768	pantothenate kinase
cds736	0.000820257	5.16074e-05	4.64964	glycosyltransferase
cds1210	0.00079717	5.2437e-06	5.86352	hypothetical protein
cds902	0.000786445	0	4.52852	7-alpha-hydroxysteroid dehydrogenase
cds1285	0.000769326	0.000107817	4.54095	metal-dependent hydrolase
cds1253	0.000708292	0	3.82443	hypothetical protein
cds558	0.000678335	0	4.70248	membrane protein
cds77	0.00065074	0	5.02877	RNA polymerase sigma factor RpoD
cds355	0.000648863	0	5.36327	2-Cys peroxiredoxin
cds33	0.000644234	9.8575e-06	5.05398	hypothetical protein
cds90	0.000641176	5.88068e-05	5.22085	methyl-accepting chemotaxis protein TlpB
cds1013	0.000616755	0	3.89303	biopolymer transport protein ExbD
cds1282	0.000615171	2.8032e-05	6.22222	hypothetical protein
cds1351	0.00061274	4.31975e-05	6.22626	membrane protein
cds264	0.000603932	1.98671e-05	4.86709	membrane protein
cds340	0.00059936	0	4.79398	membrane protein
cds634	0.000598504	0	4.46172	DNA polymerase III subunits gamma and tau
cds1211	0.000593573	6.43392e-06	6.65143	nicotinate-nucleotide adenylyltransferase
cds1110	0.000584801	1.31801e-05	4.55184	membrane protein
cds367	0.000581703	1.3802e-05	4.98388	phenylalanine--tRNA ligase subunit beta
cds1325	0.000565522	0	4.32177	hypothetical protein
cds1419	0.000560929	5.01331e-06	5.40871	peroxiredoxin
cds21	0.000558589	0.000107985	5.84457	membrane protein
cds716	0.000557236	2.95164e-05	4.82657	iron(III) dicitrate transport protein FecA
cds1414	0.000552655	0	6.61728	flagellar basal body rod protein FlgC
cds914	0.000550119	1.61537e-05	4.47682	ferric uptake regulation protein
cds349	0.000547213	1.32385e-05	3.62019	hypothetical protein
cds583	0.000546843	0	4.59052	uracil-DNA glycosylase
cds183	0.000545857	6.27832e-06	4.96559	glycerol-3-phosphate acyltransferase PlsX
cds1267	0.000537963	0	6.0192	membrane protein
cds1228	0.000536251	1.07918e-05	5.11573	quinolinate synthetase
cds344	0.000530051	0	4.43192	fucosyltransferase
cds176	0.000529183	0	4.12057	triosephosphate isomerase
cds91	0.000528428	0	5.16609	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase
cds937	0.00052774	3.42924e-05	5.43972	hypothetical protein
cds180	0.00052192	0	6.22947	nucleoside diphosphate kinase
cds306	0.00051334	0	5.16729	septum site-determining protein MinD
cds651	0.000500603	0	4.07088	D-alanine--D-alanine ligase
cds132	0.000493457	0	5.08559	cbb3-type cytochrome c oxidase subunit IV
cds146	0.000491022	3.51017e-05	4.13681	beta-lactamase HcpD
cds630	0.000489422	1.00779e-05	3.79689	competence protein ComGF
cds437	0.000483174	0	4.22973	hypothetical protein
cds72	0.000482416	0	6.48974	30S ribosomal protein S9
cds992	0.000472784	0	5.19625	membrane protein
cds38	0.000470685	0	5.21722	hydrogenase expression/formation protein HypE
cds846	0.000466582	0	5.33884	hypothetical protein
cds1319	0.000461553	8.86667e-06	5.35795	membrane-associated lipoprotein
cds321	0.000461488	6.46321e-08	5.44574	flagellar motor switch protein FliG
cds434	0.000459913	1.13396e-05	4.95589	membrane protein
cds1033	0.000454628	0	5.4781	signal recognition particle protein
cds1344	0.000451365	5.46994e-06	5.10652	hypothetical protein
cds579	0.000449281	0	5.41119	UTP--glucose-1-phosphate uridylyltransferase
cds850	0.00044778	0	4.83657	recombination protein RecO
cds326	0.000441862	8.35062e-06	5.88845	short chain alcohol dehydrogenase
cds1442	0.000439913	0	4.50787	hypothetical protein
cds1121	0.000439598	1.04588e-05	4.3007	30S ribosomal protein S6
cds652	0.000434596	0	4.32507	phosphatidylglycerophosphatase
